#Annotated with Bakta v1.12.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	2815448	2815711	+	GEGEGB_02871	9.2	9.2		
contig_1	2829616	2830425	-	GEGEGB_02885	30.1	9.5		
contig_1	2861975	2862235	-	GEGEGB_02920	10.1	9.3		
contig_1	2884449	2884595	-	GEGEGB_02944	5.3	10.9		
contig_1	2918591	2918764	-	GEGEGB_02981	6.5	9.5		
contig_1	2918791	2920998	+	GEGEGB_02982	82.2	6.1	PF00270.35|DEAD, PF18019.7|Cas3_HD, PF22590.2|Cas3-like_C_2	PFAM:PF00270.35, PFAM:PF18019.7, PFAM:PF22590.2
contig_1	2934865	2935128	+	GEGEGB_02993	8.9	6.0		
contig_1	2935144	2935452	+	GEGEGB_02994	10.4	4.2		
contig_1	2943179	2943316	+	GEGEGB_03001	4.9	9.2		
contig_1	2943686	2943907	-	GEGEGB_03002	8.7	5.9	PF05016.21|ParE_toxin	PFAM:PF05016.21
contig_1	2976579	2976701	-	GEGEGB_03031	4.7	10.6		
contig_1	3012787	3012969	-	GEGEGB_03064	6.9	10.3		
contig_1	3027023	3027352	+	GEGEGB_03082	11.9	9.1		
contig_1	3027578	3027895	+	GEGEGB_03083	10.9	9.9		
contig_1	3036790	3037107	-	GEGEGB_03092	11.6	9.1		
contig_1	3041823	3042026	-	GEGEGB_03100	7.4	9.7		
contig_1	3043685	3045001	-	GEGEGB_03102	48.9	6.4		
contig_1	3055832	3056023	-	GEGEGB_03116	6.7	4.1		SO:0001217, UniRef:UniRef50_A0A659S1Q6
contig_1	3078009	3078191	-	GEGEGB_03139	6.9	10.1		
contig_1	3096034	3096489	+	GEGEGB_03157	17.7	9.8	PF10263.15|SprT-like, PF17283.8|Zn_ribbon_SprT	PFAM:PF10263.15, PFAM:PF17283.8
contig_1	3114663	3115478	-	GEGEGB_03181	30.5	4.9	PF01276.26|OKR_DC_1, PF03711.20|OKR_DC_1_C	PFAM:PF01276.26, PFAM:PF03711.20
contig_1	3118261	3118545	+	GEGEGB_03185	11.0	10.0	PF13356.12|Arm-DNA-bind_3	PFAM:PF13356.12
contig_1	3118688	3118861	-	GEGEGB_03186	6.6	6.7		
contig_1	3121699	3122202	+	GEGEGB_03190	19.3	5.4		
contig_1	3128466	3128732	-	GEGEGB_03197	9.9	5.2	PF05899.18|Cupin_3, PF07883.17|Cupin_2	PFAM:PF05899.18, PFAM:PF07883.17
contig_1	3128729	3128839	-	GEGEGB_03198	3.8	8.5		
contig_1	3155710	3156042	-	GEGEGB_03222	11.8	4.8		
contig_1	3166583	3167107	+	GEGEGB_03236	19.7	6.2	PF00248.27|Aldo_ket_red	PFAM:PF00248.27
contig_1	3167183	3167410	+	GEGEGB_03237	8.4	5.7	PF00248.27|Aldo_ket_red	PFAM:PF00248.27
contig_1	3172002	3173423	-	GEGEGB_03241	55.4	5.6	PF13308.11|YARHG, PF14485.11|DUF4431, PF14673.11|DUF4459	PFAM:PF13308.11, PFAM:PF14485.11, PFAM:PF14673.11
contig_1	3174928	3175911	-	GEGEGB_03243	37.2	6.0		SO:0001217, UniRef:UniRef50_Q8Z3P6
contig_1	3175966	3176349	-	GEGEGB_03244	14.6	6.2		
contig_1	3176533	3177225	-	GEGEGB_03245	26.5	6.2		
contig_1	3177298	3177444	-	GEGEGB_03246	5.8	9.5		
contig_1	3186132	3186488	+	GEGEGB_03254	13.3	6.4	PF02525.22|Flavodoxin_2	PFAM:PF02525.22
contig_1	3223156	3223800	+	GEGEGB_03290	24.0	6.8	PF03551.20|PadR	PFAM:PF03551.20
contig_1	3230347	3231045	+	GEGEGB_03295	25.2	9.6	PF00070.33|Pyr_redox, PF01266.30|DAO, PF07992.20|Pyr_redox_2, PF13450.12|NAD_binding_8	PFAM:PF00070.33, PFAM:PF01266.30, PFAM:PF07992.20, PFAM:PF13450.12
contig_1	3231073	3231270	+	GEGEGB_03296	6.9	5.2		
contig_1	3246352	3246897	-	GEGEGB_03317	19.8	9.2		
contig_1	3246894	3247496	-	GEGEGB_03318	22.2	9.2		
contig_1	3247506	3247682	-	GEGEGB_03319	6.1	4.4		
contig_1	3253034	3253612	-	GEGEGB_03324	21.1	9.5		
contig_1	3253579	3254364	-	GEGEGB_03325	29.2	7.6		
contig_1	3270493	3270753	+	GEGEGB_03340	10.0	8.0	PF08013.17|GatZ_KbaZ-like	PFAM:PF08013.17
contig_1	3308478	3308579	-	GEGEGB_03382	3.7	6.5		
contig_1	3314570	3314857	+	GEGEGB_03389	10.9	10.2	PF13693.12|HTH_35	PFAM:PF13693.12
contig_1	3345792	3346127	-	GEGEGB_03421	11.8	5.8	PF04131.20|NanE	PFAM:PF04131.20
contig_1	3346142	3346471	-	GEGEGB_03422	11.4	4.5	PF04131.20|NanE	PFAM:PF04131.20
contig_1	3351311	3351484	+	GEGEGB_03428	6.9	10.3		
contig_1	3398604	3399023	+	GEGEGB_03474	14.8	9.1		
contig_1	3401757	3402149	+	GEGEGB_03476	13.9	10.5		
contig_1	3423851	3424399	-	GEGEGB_03498	19.6	4.9		
contig_1	3427966	3429396	-	GEGEGB_03504	54.6	5.5		
contig_1	3489123	3489629	-	GEGEGB_03565	19.7	6.5	PF00027.35|cNMP_binding, PF13545.12|HTH_Crp_2	PFAM:PF00027.35, PFAM:PF13545.12
contig_1	3489645	3489824	-	GEGEGB_03566	7.0	4.8		
contig_1	3500854	3501087	+	GEGEGB_03577	8.3	9.7	PF13541.12|ChlI	PFAM:PF13541.12
contig_1	3508744	3508932	+	GEGEGB_03589	7.2	4.6		
contig_1	3519571	3519948	+	GEGEGB_03602	14.0	10.5		
contig_1	3561830	3561967	+	GEGEGB_03651	5.4	6.1		
contig_1	3604645	3604767	-	GEGEGB_03691	4.6	8.8		
contig_1	3617274	3617528	+	GEGEGB_03701	9.4	7.8		
contig_1	3623911	3624189	+	GEGEGB_03706	10.5	5.3	PF05935.17|Arylsulfotrans	PFAM:PF05935.17
contig_1	3650498	3650779	+	GEGEGB_03734	10.4	5.6	PF02311.25|AraC_binding, PF07883.17|Cupin_2, PF16867.11|DMSP_lyase	PFAM:PF02311.25, PFAM:PF07883.17, PFAM:PF16867.11
contig_1	3654158	3654490	-	GEGEGB_03739	12.1	9.0		
contig_1	3664883	3665302	+	GEGEGB_03751	15.5	5.1		
contig_1	3665335	3665865	+	GEGEGB_03752	20.1	9.1		
contig_1	3675096	3675758	+	GEGEGB_03761	24.5	8.2	PF00596.26|Aldolase_II	PFAM:PF00596.26
contig_1	3677194	3677508	+	GEGEGB_03763	12.3	5.6	PF05336.19|rhaM	PFAM:PF05336.19
contig_1	3677597	3678145	-	GEGEGB_03764	19.7	5.7	PF01381.28|HTH_3, PF07883.17|Cupin_2, PF13443.12|HTH_26, PF13560.12|HTH_31	PFAM:PF01381.28, PFAM:PF07883.17, PFAM:PF13443.12, PFAM:PF13560.12
contig_1	3678905	3679150	+	GEGEGB_03766	8.5	8.3		
contig_1	3707036	3707281	+	GEGEGB_03795	8.8	8.2		SO:0001217, UniRef:UniRef50_Q8Z2S8
contig_1	3707312	3708022	+	GEGEGB_03796	26.7	9.3		
contig_1	3708892	3709128	+	GEGEGB_03798	9.3	6.4		
contig_1	3709138	3710133	+	GEGEGB_03799	37.6	6.6	PF04055.27|Radical_SAM, PF06969.22|HemN_C	PFAM:PF04055.27, PFAM:PF06969.22
contig_1	3720007	3720522	-	GEGEGB_03809	19.2	5.8		
contig_1	3735760	3736242	+	GEGEGB_03827	16.9	10.4		
contig_1	3767480	3767992	+	GEGEGB_03858	18.9	4.7	PF13954.11|PapC_N	PFAM:PF13954.11
contig_1	3808854	3809423	-	GEGEGB_03892	21.8	6.4	PF00072.30|Response_reg, PF00486.34|Trans_reg_C	PFAM:PF00072.30, PFAM:PF00486.34
contig_1	3809399	3809584	-	GEGEGB_03893	7.1	6.7		
contig_1	3817723	3817896	+	GEGEGB_03901	6.3	11.9		
contig_1	3827282	3827482	+	GEGEGB_03911	7.5	9.4		
contig_1	3834732	3835193	-	GEGEGB_03919	16.2	10.2	PF00892.27|EamA	PFAM:PF00892.27
contig_1	3835215	3835565	-	GEGEGB_03920	12.1	7.9		
contig_1	3849865	3850245	+	GEGEGB_03936	14.1	5.4	PF00359.27|PTS_EIIA_2	PFAM:PF00359.27
contig_1	3853596	3853799	+	GEGEGB_03940	7.4	5.6	PF01116.26|F_bP_aldolase	PFAM:PF01116.26
contig_1	3853812	3854456	+	GEGEGB_03941	23.3	5.5	PF01116.26|F_bP_aldolase	PFAM:PF01116.26
contig_1	3855225	3855491	-	GEGEGB_03944	9.9	9.7	PF06296.18|RelE	PFAM:PF06296.18
contig_1	3873059	3873484	+	GEGEGB_03960	14.8	10.4		
contig_1	3875325	3875594	+	GEGEGB_03962	10.2	5.6		
contig_1	3875607	3875849	+	GEGEGB_03963	9.2	10.5		
contig_1	3875846	3876181	+	GEGEGB_03964	12.5	8.4		
contig_1	3876751	3878886	-	GEGEGB_03966	76.0	4.6	PF03212.20|Pertactin, PF03797.25|Autotransporter, PF18883.6|AC_1	PFAM:PF03212.20, PFAM:PF03797.25, PFAM:PF18883.6
contig_1	3878937	3879620	-	GEGEGB_03967	23.7	4.9		
contig_1	3881042	3881179	-	GEGEGB_03969	5.1	5.5		
contig_1	3881589	3881924	+	GEGEGB_03970	12.2	10.5		
contig_1	3883048	3883380	-	GEGEGB_03972	13.2	10.0	PF13708.11|DUF4942	PFAM:PF13708.11
contig_1	3900956	3901285	+	GEGEGB_03987	12.2	7.8		
contig_1	3901294	3902640	+	GEGEGB_03988	50.0	10.4	PF01653.23|DNA_ligase_aden, PF03120.22|DNA_ligase_OB	PFAM:PF01653.23, PFAM:PF03120.22
contig_1	3917889	3918272	+	GEGEGB_04007	14.7	9.7		
contig_1	3941512	3941910	-	GEGEGB_04031	14.5	9.1		
contig_1	3989907	3990224	-	GEGEGB_04073	11.9	10.0	PF01757.29|Acyl_transf_3, PF07786.18|HGSNAT_cat	PFAM:PF01757.29, PFAM:PF07786.18
contig_1	4009944	4010840	+	GEGEGB_04095	31.3	7.0		
contig_1	4010867	4011268	+	GEGEGB_04096	13.9	10.3		
contig_1	4021639	4021830	-	GEGEGB_04106	7.3	11.0		
contig_1	4023643	4023846	+	GEGEGB_04108	7.6	4.7		
contig_1	4030626	4031987	+	GEGEGB_04113	49.3	9.6	PF00515.34|TPR_1, PF07719.23|TPR_2, PF13176.12|TPR_7, PF13181.12|TPR_8, PF13424.12|TPR_12, PF13428.12|TPR_14, PF13432.12|TPR_16, PF14559.12|TPR_19	PFAM:PF00515.34, PFAM:PF07719.23, PFAM:PF13176.12, PFAM:PF13181.12, PFAM:PF13424.12, PFAM:PF13428.12, PFAM:PF13432.12, PFAM:PF14559.12
contig_1	4032420	4033943	+	GEGEGB_04114	55.5	5.5	PF14559.12|TPR_19	PFAM:PF14559.12
contig_1	4033885	4034052	+	GEGEGB_04115	6.1	4.9		
contig_1	4053710	4054564	+	GEGEGB_04130	31.2	5.2	PF01380.27|SIS, PF13580.11|SIS_2	PFAM:PF01380.27, PFAM:PF13580.11
contig_1	4054503	4054730	+	GEGEGB_04131	7.9	5.6	PF00710.25|Asparaginase	PFAM:PF00710.25
contig_1	4057294	4057737	-	GEGEGB_04134	16.9	10.1		
contig_1	4069352	4069492	-	GEGEGB_04145	5.6	8.8		
contig_1	4070233	4070613	-	GEGEGB_04147	13.6	4.6	PF01042.26|Ribonuc_L-PSP	PFAM:PF01042.26
contig_1	4078119	4078907	+	GEGEGB_04153	28.2	10.5	PF01061.29|ABC2_membrane, PF12679.13|ABC2_membrane_2	PFAM:PF01061.29, PFAM:PF12679.13
contig_1	4083803	4084138	+	GEGEGB_04160	12.6	6.9	PF01206.22|TusA	PFAM:PF01206.22
contig_1	4089049	4089420	+	GEGEGB_04164	13.9	10.4		
contig_1	4090423	4091898	+	GEGEGB_04167	53.8	4.6	PF00448.28|SRP54, PF02881.24|SRP54_N, PF06414.18|Zeta_toxin	PFAM:PF00448.28, PFAM:PF02881.24, PFAM:PF06414.18
contig_1	4095045	4095479	+	GEGEGB_04171	14.9	4.8	PF13433.12|Peripla_BP_5	PFAM:PF13433.12
contig_1	4107622	4107993	-	GEGEGB_04185	13.5	10.9		
contig_1	4114989	4115114	-	GEGEGB_04193	4.7	11.0		SO:0001217, UniRef:UniRef50_A0A379T4N8
contig_1	4197462	4197923	-	GEGEGB_04260	16.9	8.8	PF12805.13|FUSC-like	PFAM:PF12805.13
contig_1	4200548	4201249	-	GEGEGB_04265	26.3	6.8	PF00561.26|Abhydrolase_1, PF12146.15|Hydrolase_4	PFAM:PF00561.26, PFAM:PF12146.15
contig_1	4201230	4201490	-	GEGEGB_04266	10.0	10.0		
contig_1	4202127	4202351	+	GEGEGB_04268	8.1	5.4		
contig_1	4272026	4272271	+	GEGEGB_04354	7.5	5.8		
contig_1	4291115	4291243	+	GEGEGB_04371	5.0	8.5		
contig_1	4382812	4383591	+	GEGEGB_04440	28.9	5.5	PF00384.28|Molybdopterin	PFAM:PF00384.28
contig_1	4383649	4384074	+	GEGEGB_04441	15.4	8.5	PF01568.27|Molydop_binding	PFAM:PF01568.27
contig_1	4389128	4389391	-	GEGEGB_04448	9.2	4.1	PF19077.6|Big_13	PFAM:PF19077.6
contig_1	4399665	4399760	+	GEGEGB_04460	3.3	4.1		
contig_1	4402491	4403267	+	GEGEGB_04464	28.9	9.1		
contig_1	4405442	4405618	+	GEGEGB_04466	6.4	5.1		
contig_1	4406570	4406788	+	GEGEGB_04469	7.7	5.7		
contig_1	4408036	4408353	+	GEGEGB_04472	11.9	4.5		
contig_1	4410655	4411590	+	GEGEGB_04475	32.9	5.2	PF07655.18|Secretin_N_2	PFAM:PF07655.18
contig_1	4411535	4411894	+	GEGEGB_04476	12.9	6.1		
contig_1	4419787	4420038	+	GEGEGB_04485	9.3	9.3		
contig_1	4429853	4430107	+	GEGEGB_04496	9.6	6.3		
contig_1	4434270	4434575	+	GEGEGB_04503	11.4	5.6		
contig_1	4437566	4437952	+	GEGEGB_04506	14.5	6.6		SO:0001217, UniRef:UniRef50_A0A6W0BRM3
contig_1	4440906	4441238	+	GEGEGB_04510	13.0	10.0		SO:0001217, UniRef:UniRef50_A0A602MPM5
contig_1	4448522	4448824	+	GEGEGB_04519	11.8	7.0		SO:0001217, UniRef:UniRef50_A0A5T6I026
contig_1	4448920	4449300	+	GEGEGB_04520	14.2	4.2		
contig_1	4449671	4449880	+	GEGEGB_04521	7.9	8.8		
contig_1	4450350	4450643	+	GEGEGB_04523	11.0	4.5		SO:0001217, UniRef:UniRef50_C0Q668
contig_1	4450721	4451179	+	GEGEGB_04524	17.8	9.8		SO:0001217, UniRef:UniRef50_A0A3F3J7K3
contig_1	4453289	4454197	+	GEGEGB_04526	35.2	4.9		SO:0001217, UniRef:UniRef50_A0A3U8Y1Y1
contig_1	4454271	4455170	+	GEGEGB_04527	34.7	4.7		SO:0001217, UniRef:UniRef50_A0A5U4HCA5
contig_1	4457565	4457942	+	GEGEGB_04531	14.0	8.9		
contig_1	4458029	4458268	-	GEGEGB_04532	8.7	8.7		
contig_1	4466313	4466720	-	GEGEGB_04540	15.7	4.6		
contig_1	4466727	4468346	-	GEGEGB_04541	57.5	4.9	PF12571.13|Phage_tail_fib, PF21882.2|Gp53-like_C	PFAM:PF12571.13, PFAM:PF21882.2
contig_1	4471278	4471586	-	GEGEGB_04547	11.7	4.1	PF06891.17|P2_Phage_GpR	PFAM:PF06891.17
contig_1	4483060	4483248	-	GEGEGB_04563	7.3	4.8		
contig_1	4488086	4488286	-	GEGEGB_04570	7.5	10.2		
contig_1	4489195	4489827	+	GEGEGB_04573	23.2	5.3	PF07022.19|Phage_CI_repr, PF16452.10|Phage_CI_C	PFAM:PF07022.19, PFAM:PF16452.10
contig_1	4490963	4491316	-	GEGEGB_04575	13.1	5.1	PF00717.28|Peptidase_S24	PFAM:PF00717.28
contig_1	4515077	4517362	-	GEGEGB_04596	89.5	6.4		
contig_1	4519517	4519609	-	GEGEGB_04599	3.0	4.1		
contig_1	4522608	4522832	-	GEGEGB_04605	8.7	6.9		
contig_1	4563826	4564134	+	GEGEGB_04646	11.1	7.0	PF17209.9|Hfq	PFAM:PF17209.9
contig_1	4574140	4574691	+	GEGEGB_04656	19.9	6.2		
contig_1	4574838	4574945	+	GEGEGB_04657	4.2	9.4		
contig_1	4576812	4577975	+	GEGEGB_04661	45.3	4.8	PF03738.19|GSP_synth	PFAM:PF03738.19
contig_1	4585115	4585396	+	GEGEGB_04669	10.1	5.6		
contig_1	4595035	4596174	+	GEGEGB_04683	43.4	5.8	PF13644.11|DKNYY	PFAM:PF13644.11
contig_1	4596189	4597577	+	GEGEGB_04684	53.0	6.8	PF13644.11|DKNYY	PFAM:PF13644.11
contig_1	4605423	4605614	-	GEGEGB_04694	7.2	10.3		
contig_1	4653133	4653237	-	GEGEGB_04742	3.8	8.3		
contig_1	4671480	4671746	+	GEGEGB_04759	9.7	10.0		
contig_1	4674351	4674545	+	GEGEGB_04767	7.2	10.7		
contig_1	4678170	4678328	+	GEGEGB_04772	5.9	10.0	PF13356.12|Arm-DNA-bind_3	PFAM:PF13356.12
contig_1	4678909	4679268	+	GEGEGB_04773	13.1	6.0		
contig_1	4683770	4683985	+	GEGEGB_04776	8.0	9.9		
contig_1	4686163	4686306	+	GEGEGB_04780	5.5	4.5		
contig_1	4687034	4687219	+	GEGEGB_04782	6.6	7.8		
contig_1	4693110	4695647	-	GEGEGB_04787	95.1	6.3	PF00270.35|DEAD	PFAM:PF00270.35
contig_1	4699268	4699462	+	GEGEGB_04789	7.2	4.1		
contig_1	4700577	4700852	+	GEGEGB_04791	10.7	9.6		SO:0001217, UniRef:UniRef50_A0A726A8P8
contig_1	4700847	4700954	-	GEGEGB_04792	4.1	9.7		SO:0001217, UniRef:UniRef50_A0A0J1LPK6
contig_1	4706975	4707493	-	GEGEGB_04799	19.4	5.9	PF01738.24|DLH	PFAM:PF01738.24
contig_1	4710579	4711025	+	GEGEGB_04803	16.6	9.1	PF05638.18|T6SS_HCP	PFAM:PF05638.18
contig_1	4723003	4723143	+	GEGEGB_04814	5.2	9.5		
contig_1	4723349	4723513	+	GEGEGB_04815	6.8	10.5	PF06568.16|DUF1127	PFAM:PF06568.16
contig_1	4726308	4726448	-	GEGEGB_04820	4.9	4.1		
contig_1	4733200	4733502	+	GEGEGB_04825	11.4	9.5	PF14384.12|BrnA_antitoxin	PFAM:PF14384.12
contig_1	4741762	4742223	-	GEGEGB_04832	15.9	8.7		
contig_1	4749850	4750086	+	GEGEGB_04842	8.4	10.0		
contig_1	4776176	4776511	-	GEGEGB_04870	12.1	9.0	PF01931.24|NTPase_I-T	PFAM:PF01931.24
contig_1	4778172	4778279	+	GEGEGB_04873	4.2	5.4		SO:0001217, UniRef:UniRef50_A0A2X4TXI3
contig_1	4782348	4783004	-	GEGEGB_04878	22.3	4.9	PF00419.26|Fimbrial	PFAM:PF00419.26
contig_1	4782968	4783432	-	GEGEGB_04879	17.4	10.3		
contig_1	4789138	4789632	-	GEGEGB_04885	18.3	9.9		
