# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_38	cds	52750	53892	-	PKJKAM_00615	777.0	2.5e-285	0.997	0.933	1.0	UniRef:UniRef50_Q8ZQ34
contig_38	cds	54410	55090	+	PKJKAM_00616	300.0	4.3e-102	0.996	0.991	0.658	UniRef:UniRef50_Q4ACH4
contig_38	cds	55104	55292	+	PKJKAM_00617	-	-	-	-	-	-
contig_38	cds	55419	56915	+	PKJKAM_00618	565.0	4.5e-198	0.944	0.913	0.600	UniRef:UniRef50_B4EZY7
contig_38	ncRNA	56916	57200	-	PKJKAM_00619	371.0	4.8e-49	-	-	-	RFAM:RF01406
contig_38	cds	57201	58082	+	PKJKAM_00620	564.0	3.5e-204	1.0	0.927	1.0	UniRef:UniRef50_P44540
contig_38	cds	58187	58975	-	PKJKAM_00621	505.0	9.2e-182	0.996	0.919	0.992	UniRef:UniRef50_A0A3S5DBV8
contig_38	ncRNA	58192	58385	+	PKJKAM_00622	152.2	1.3e-24	-	-	-	RFAM:RF02855
contig_38	cds	58954	59250	-	PKJKAM_00623	199.0	2.9e-66	1.0	0.891	0.980	UniRef:UniRef50_A0A078LI67
contig_38	cds	59868	61376	-	PKJKAM_00624	779.0	1.2e-282	0.976	0.988	0.802	UniRef:UniRef50_A0A2X4URP0
contig_38	cds	61798	65760	+	PKJKAM_00625	1977.0	0.0	1.028	1.0	0.761	UniRef:UniRef50_L0NKD4
contig_38	cds	65819	66214	+	PKJKAM_00626	196.0	4.5e-64	1.0	0.885	0.779	UniRef:UniRef50_A0A6N3HGW7
contig_38	cds	66211	66849	-	PKJKAM_00627	-	-	-	-	-	-
contig_38	cds	66986	67153	-	PKJKAM_00628	-	-	-	-	-	-
contig_38	cds	67538	68134	+	PKJKAM_00629	308.0	1.1e-105	0.995	0.849	0.761	UniRef:UniRef50_Q2RXG7
contig_38	cds	68155	68382	+	PKJKAM_00630	120.0	4.8e-36	0.880	0.917	0.909	UniRef:UniRef50_A0A4P0XXM7
contig_38	cds	68416	69657	-	PKJKAM_00631	827.0	5.6e-304	1.0	0.956	0.995	UniRef:UniRef50_P19926
contig_38	cds	69790	70296	-	PKJKAM_00632	323.0	6.6e-113	0.988	0.912	0.964	UniRef:UniRef50_A0A085GBW5
contig_38	cds	70286	70909	-	PKJKAM_00633	322.0	1.9e-111	0.913	0.887	0.841	UniRef:UniRef50_A0A379S8L7
contig_38	cds	70906	71448	-	PKJKAM_00634	303.0	4.8e-105	0.961	0.994	0.838	UniRef:UniRef50_A0A919HXV2
contig_38	cds	71445	72791	-	PKJKAM_00635	-	-	-	-	-	-
contig_38	cds	72840	73202	-	PKJKAM_00636	98.6	9.6e-26	0.908	0.838	0.532	UniRef:UniRef50_A0A4U9VX74
contig_38	cds	73438	74358	+	PKJKAM_00637	562.0	2.4e-203	1.0	1.0	0.912	UniRef:UniRef50_A8AI78
contig_38	cds	74358	74663	+	PKJKAM_00638	137.0	1.0e-41	0.990	0.943	0.680	UniRef:UniRef50_S3IMF7
contig_38	cds	75317	75679	+	PKJKAM_00639	154.0	7.6e-48	0.925	0.895	0.595	UniRef:UniRef50_Q9F0N8
contig_38	cds	76087	77025	-	PKJKAM_00640	606.0	3.5e-220	1.067	1.0	0.931	UniRef:UniRef50_A9MH55
contig_38	cds	77039	77935	-	PKJKAM_00641	534.0	1.6e-192	0.987	0.993	0.874	UniRef:UniRef50_A0A024L854
contig_38	cds	77945	79321	-	PKJKAM_00642	424.0	4.2e-144	0.934	0.955	0.514	UniRef:UniRef50_A0A379SYB7
contig_38	cds	79393	80184	-	PKJKAM_00643	329.0	1.4e-112	0.954	0.937	0.669	UniRef:UniRef50_A0AA86GN07
contig_38	cds	80195	80998	-	PKJKAM_00644	300.0	4.0e-101	0.966	0.966	0.609	UniRef:UniRef50_A0A7C7TDD5
contig_38	cds	81142	81522	-	PKJKAM_00645	155.0	6.3e-48	1.056	1.0	0.549	UniRef:UniRef50_A0A0Q4MX92
contig_38	cds	81532	82383	-	PKJKAM_00646	510.0	2.4e-183	1.0	0.990	0.848	UniRef:UniRef50_Q05353
contig_38	cds	82385	83851	-	PKJKAM_00647	768.0	4.5e-279	0.818	0.887	0.960	UniRef:UniRef50_A0A379Y2E1
contig_38	cds	83848	85137	-	PKJKAM_00648	682.0	6.6e-246	1.068	0.987	0.764	UniRef:UniRef50_Q9RPU5
contig_38	cds	85412	85852	+	PKJKAM_00649	153.0	1.7e-46	0.932	0.861	0.551	UniRef:UniRef50_A0A3G2I901
contig_38	cds	86070	87632	+	PKJKAM_00650	939.0	0.0	1.0	1.0	0.860	UniRef:UniRef50_Q8RQQ0
contig_38	cds	87650	88162	+	PKJKAM_00651	311.0	6.2e-108	1.212	1.0	0.806	UniRef:UniRef50_Q48441
contig_38	cds	88495	88905	-	PKJKAM_00652	184.0	4.5e-59	1.007	0.907	0.664	UniRef:UniRef50_P76341
contig_38	cds	88984	89721	+	PKJKAM_00653	334.0	9.1e-115	0.976	0.909	0.707	UniRef:UniRef50_A7MQ73
contig_38	cds	89714	91078	+	PKJKAM_00654	447.0	4.7e-153	0.980	0.945	0.553	UniRef:UniRef50_A0A090V098
contig_38	cds	91158	92720	+	PKJKAM_00655	706.0	3.6e-252	0.963	0.884	0.699	UniRef:UniRef50_Q8ZQ55
contig_38	cds	92829	92939	+	PKJKAM_00656	63.5	2.6e-14	1.0	0.800	0.889	UniRef:UniRef50_A0A344R8J7
contig_38	cds	93442	95127	+	PKJKAM_00657	1129.0	0.0	1.0	1.0	1.0	BlastRules:WP_001166946
contig_38	cds	95144	95485	+	PKJKAM_00658	229.0	6.1e-80	1.0	1.0	1.0	BlastRules:WP_000444724
contig_38	ncRNA	95815	95913	-	PKJKAM_00659	114.2	8.5e-19	-	-	-	RFAM:RF01392
contig_38	cds	96033	96908	+	PKJKAM_00660	422.0	1.7e-150	1.0	1.0	1.0	BlastRules:WP_001123045
contig_38	cds	97130	97810	+	PKJKAM_00661	-	-	1.0	1.0	1.0	NCBIProtein:EBL5220899.1
contig_38	tRNA	97949	98036	-	PKJKAM_00662	83.5	-	-	-	-	-
contig_38	cds	98431	99090	+	PKJKAM_00663	371.0	8.6e-130	0.977	0.808	0.953	UniRef:UniRef50_P0AAC6
contig_38	cds	99177	99506	+	PKJKAM_00664	172.0	2.8e-55	1.0	0.845	0.734	UniRef:UniRef50_Q2NU63
contig_38	cds	99503	99784	-	PKJKAM_00665	112.0	4.0e-32	1.0	1.011	0.591	UniRef:UniRef50_A0A376TIS7
contig_38	cds	99833	100621	-	PKJKAM_00666	-	-	-	-	-	-
contig_38	cds	100638	101186	-	PKJKAM_00667	361.0	1.1e-127	1.071	1.0	0.928	UniRef:UniRef50_A0A7X5YLX1
contig_38	cds	101401	102612	+	PKJKAM_00668	814.0	6.8e-299	1.0	0.886	1.0	UniRef:UniRef50_P75876
contig_38	cds	102670	102987	+	PKJKAM_00669	163.0	6.0e-52	1.0	0.955	0.771	UniRef:UniRef50_Q7CHM0
contig_38	cds	103032	103445	-	PKJKAM_00670	197.0	1.0e-64	0.825	0.974	0.858	UniRef:UniRef50_A0A2J4PK94
contig_38	cds	103619	104281	+	PKJKAM_00671	313.0	6.9e-107	1.0	0.818	0.718	UniRef:UniRef50_P0A8X4
contig_38	cds	104376	104834	+	PKJKAM_00672	186.0	1.6e-59	0.993	0.915	0.563	UniRef:UniRef50_A0A411MHY8
contig_38	cds	104870	106924	-	PKJKAM_00673	904.0	0.0	1.0	0.932	0.662	UniRef:UniRef50_P15038
contig_38	cds	107048	107494	+	PKJKAM_00674	261.0	9.5e-89	1.0	0.822	0.885	UniRef:UniRef50_P0AB12
contig_38	cds	107513	109666	+	PKJKAM_00675	1001.0	0.0	0.967	0.875	0.747	UniRef:UniRef50_P75870
contig_38	cds	109653	110258	-	PKJKAM_00676	296.0	6.7e-101	1.109	0.957	0.677	UniRef:UniRef50_P75869
contig_38	cds	110314	110472	+	PKJKAM_00677	108.0	8.2e-32	1.0	1.0	1.0	UniRef:UniRef50_A0A379XT47
contig_38	cds	110475	110984	+	PKJKAM_00678	234.0	2.0e-77	1.0	0.841	0.698	UniRef:UniRef50_A6T752
contig_38	cds	111575	111934	-	PKJKAM_00679	-	-	-	-	-	-
contig_39	cds	336	821	-	PKJKAM_00680	231.0	1.7e-77	0.876	0.986	0.908	UniRef:UniRef50_A0A3S4FYR1
contig_39	cds	944	3358	-	PKJKAM_00681	1216.0	0.0	1.017	1.0	0.727	UniRef:UniRef50_B2VE18
contig_39	cds	3390	4742	-	PKJKAM_00682	881.0	0.0	1.0	0.843	1.0	UniRef:UniRef50_Q8ZRP1
contig_39	cds	4754	5611	-	PKJKAM_00683	501.0	3.3e-179	1.0	0.856	0.867	UniRef:UniRef50_P0ABG1
contig_39	cds	5624	6313	-	PKJKAM_00684	259.0	9.9e-86	0.974	0.888	0.583	UniRef:UniRef50_A0A0Q9YYB9
contig_39	cds	6695	7891	-	PKJKAM_00685	769.0	9.5e-282	1.0	0.930	1.0	UniRef:UniRef50_Q57T35
contig_39	cds	8032	8589	-	PKJKAM_00686	304.0	9.1e-105	1.0	0.853	0.876	UniRef:UniRef50_Q5NZH2
contig_39	cds	8736	9461	-	PKJKAM_00687	387.0	1.9e-135	0.979	0.846	0.843	UniRef:UniRef50_P0A7E9
contig_39	cds	9606	10529	-	PKJKAM_00688	364.0	2.6e-125	0.919	0.966	0.695	UniRef:UniRef50_A5WCX3
contig_39	ncRNA	10521	10630	-	PKJKAM_00689	132.3	1.2e-21	-	-	-	RFAM:RF02798
contig_39	cds	10715	11440	-	PKJKAM_00690	396.0	1.6e-139	0.988	0.912	0.832	UniRef:UniRef50_P44371
contig_39	ncRNA	11470	11556	-	PKJKAM_00691	83.6	2.6e-13	-	-	-	RFAM:RF00127
contig_39	cds	11891	12685	+	PKJKAM_00692	475.0	1.9e-169	0.996	0.824	0.871	UniRef:UniRef50_P0A1X6
contig_39	cds	12923	15595	+	PKJKAM_00693	1362.0	0.0	0.989	0.941	0.759	UniRef:UniRef50_P27249
contig_39	cds	15625	16449	+	PKJKAM_00694	370.0	1.0e-127	0.993	0.824	0.776	UniRef:UniRef50_P0A9D8
contig_39	cds	16486	17787	-	PKJKAM_00695	497.0	4.2e-173	0.991	0.933	0.606	UniRef:UniRef50_A9MPJ7
contig_39	cds	18034	18420	+	PKJKAM_00696	220.0	1.8e-73	0.992	0.819	0.874	UniRef:UniRef50_P62768
contig_39	cds	18509	19666	-	PKJKAM_00697	726.0	1.5e-267	1.0	1.0	0.956	BlastRules:WP_000929443
contig_39	cds	19819	21246	-	PKJKAM_00698	609.0	2.0e-215	1.109	1.002	0.651	UniRef:UniRef50_P26982
contig_39	ncRNA-region	21241	21286	-	-	78.5	1.1e-13	-	-	-	RFAM:RF02700
contig_39	cds	21376	22893	-	PKJKAM_00699	554.0	9.4e-193	1.0	0.888	0.580	UniRef:UniRef50_P15723
contig_39	cds	22978	23676	+	PKJKAM_00700	268.0	3.6e-89	1.065	0.984	0.571	UniRef:UniRef50_B7GIU7
contig_39	cds	23669	24469	+	PKJKAM_00701	409.0	1.1e-143	0.921	0.845	0.833	UniRef:UniRef50_P37028
contig_39	cds	24506	25129	+	PKJKAM_00702	252.0	1.6e-83	0.981	0.849	0.655	UniRef:UniRef50_P0AFP0
contig_39	cds	25230	25574	-	PKJKAM_00703	135.0	4.9e-41	0.807	0.979	0.652	UniRef:UniRef50_A0A920M0K7
contig_39	cds	25656	27077	-	PKJKAM_00704	666.0	5.0e-238	0.987	0.896	0.747	UniRef:UniRef50_Q8ZRP8
contig_39	cds	27247	28527	+	PKJKAM_00705	657.0	2.7e-236	1.0	0.908	0.739	UniRef:UniRef50_Q5NGB9
contig_39	cds	28626	29468	-	PKJKAM_00706	353.0	3.3e-121	1.039	1.0	0.615	UniRef:UniRef50_O87663
contig_39	cds	29465	29995	-	PKJKAM_00707	341.0	6.5e-120	0.994	0.956	0.989	UniRef:UniRef50_Q8ZRP9
contig_39	cds	29995	30471	-	PKJKAM_00708	168.0	3.4e-52	0.981	0.969	0.548	UniRef:UniRef50_A0A7U9DHT2
contig_39	cds	30468	30980	-	PKJKAM_00709	187.0	1.3e-59	0.906	0.917	0.604	UniRef:UniRef50_A0A370V8L5
contig_39	cds	30999	31751	-	PKJKAM_00710	258.0	7.7e-85	0.916	0.888	0.563	UniRef:UniRef50_A0A447JN72
contig_39	cds	31769	34426	-	PKJKAM_00711	1742.0	0.0	1.028	1.0	0.955	UniRef:UniRef50_P77196
contig_39	cds	34512	35072	-	PKJKAM_00712	-	-	1.0	1.0	0.995	NCBIProtein:ELN2249909.1
contig_39	cds	35770	35976	-	PKJKAM_00713	143.0	5.2e-45	1.0	0.932	1.0	UniRef:UniRef50_A0A712M6F7
contig_39	cds	36013	38070	-	PKJKAM_00714	1088.0	0.0	1.039	0.996	0.830	UniRef:UniRef50_A0A0J8YC22
contig_39	cds	38067	38957	-	PKJKAM_00715	501.0	3.2e-179	0.980	0.906	0.828	UniRef:UniRef50_P07822
contig_39	cds	38957	39754	-	PKJKAM_00716	421.0	6.0e-148	0.996	0.852	0.784	UniRef:UniRef50_P07821
contig_39	cds	39802	41991	-	PKJKAM_00717	1196.0	0.0	1.022	1.0	0.801	UniRef:UniRef50_A0A735A5P7
contig_39	cds	42284	44806	-	PKJKAM_00718	1214.0	0.0	1.069	1.003	0.720	UniRef:UniRef50_A0A0U3BXI8
contig_39	cds	44947	47421	-	PKJKAM_00719	953.0	0.0	0.988	0.933	0.623	UniRef:UniRef50_P37024
contig_39	cds	47449	47979	+	PKJKAM_00720	336.0	7.4e-118	1.068	1.0	0.888	UniRef:UniRef50_A0A379TGX4
contig_39	cds	47996	48700	+	PKJKAM_00721	261.0	4.6e-86	1.111	0.981	0.515	UniRef:UniRef50_Q8ZRQ6
contig_39	cds	48877	49332	+	PKJKAM_00722	290.0	3.1e-100	1.0	0.825	0.960	UniRef:UniRef50_P57294
contig_39	cds	49356	50297	+	PKJKAM_00723	468.0	4.6e-166	0.907	0.959	0.778	UniRef:UniRef50_Q07Y01
contig_39	cds	50438	51856	+	PKJKAM_00724	705.0	4.4e-253	1.108	0.967	0.711	UniRef:UniRef50_A0A2X3ERX0
contig_39	cds	51853	52332	+	PKJKAM_00725	260.0	1.8e-88	1.0	0.958	0.811	UniRef:UniRef50_A0A090IJW5
contig_39	cds	52453	53244	+	PKJKAM_00726	408.0	4.6e-143	1.0	0.840	0.783	UniRef:UniRef50_P31057
contig_39	cds	53370	54224	+	PKJKAM_00727	420.0	1.3e-147	0.845	0.828	0.888	UniRef:UniRef50_A0A143WS51
contig_39	cds	54319	54699	+	PKJKAM_00728	205.0	3.1e-68	0.849	1.0	0.953	UniRef:UniRef50_A0A376FKL2
contig_39	cds	54977	55582	+	PKJKAM_00729	-	-	1.0	1.0	0.995	NCBIProtein:WP_000466117.1
contig_39	cds	55669	56421	+	PKJKAM_00730	342.0	1.1e-117	0.996	0.940	0.695	UniRef:UniRef50_A0AAE2EFX7
contig_39	cds	56489	59086	+	PKJKAM_00731	1268.0	0.0	0.999	0.922	0.742	UniRef:UniRef50_A0A6N3DA70
contig_39	cds	59121	59693	+	PKJKAM_00732	203.0	4.8e-65	1.053	0.985	0.600	UniRef:UniRef50_A0A6D2GC55
contig_39	cds	59720	60277	+	PKJKAM_00733	158.0	2.4e-47	0.886	0.837	0.512	UniRef:UniRef50_A0A564NVY9
contig_39	cds	60296	60895	+	PKJKAM_00734	224.0	2.5e-73	1.010	1.020	0.567	UniRef:UniRef50_A0A379WZV1
contig_39	cds	60907	61968	+	PKJKAM_00735	-	-	-	-	-	-
contig_39	cds	61970	63199	-	PKJKAM_00736	665.0	2.5e-240	1.015	1.0	0.776	UniRef:UniRef50_A0A379WZK3
contig_39	cds	63261	63701	-	PKJKAM_00737	275.0	9.7e-95	1.0	0.864	0.911	UniRef:UniRef50_P36881
contig_39	cds	64071	64610	+	PKJKAM_00738	-	-	1.0	1.0	1.0	NCBIProtein:AAL19141.1
contig_39	cds	64658	65341	+	PKJKAM_00739	456.0	3.6e-166	1.0	1.0	0.991	BlastRules:WP_001086408
contig_39	cds	65356	67914	+	PKJKAM_00740	1302.0	0.0	0.804	0.996	0.972	UniRef:UniRef50_A0A5Z4YMN8
contig_39	cds	67923	69002	+	PKJKAM_00741	720.0	1.1e-263	1.039	1.0	0.957	UniRef:UniRef50_Q8ZRR7
contig_39	cds	69122	69892	-	PKJKAM_00742	384.0	1.2e-133	1.0	0.828	0.746	UniRef:UniRef50_P0AFN6
contig_39	cds	69889	70815	-	PKJKAM_00743	367.0	1.5e-125	0.977	0.896	0.625	UniRef:UniRef50_A0A0W0U308
contig_39	cds	70924	71586	+	PKJKAM_00744	293.0	3.8e-99	0.968	0.859	0.643	UniRef:UniRef50_P45148
contig_39	cds	71644	72180	-	PKJKAM_00745	243.0	7.9e-81	0.989	0.893	0.659	UniRef:UniRef50_P18134
contig_39	cds	72386	74776	+	PKJKAM_00746	973.0	0.0	0.996	0.995	0.603	UniRef:UniRef50_A0A447QUM1
contig_39	cds	74854	76464	-	PKJKAM_00747	820.0	3.9e-296	1.187	1.032	0.681	UniRef:UniRef50_P36649
contig_39	cds	76627	77013	+	PKJKAM_00748	206.0	2.6e-68	0.898	0.871	0.870	UniRef:UniRef50_E0SBM7
contig_39	cds	77120	77980	+	PKJKAM_00749	408.0	9.0e-144	0.804	0.991	0.835	UniRef:UniRef50_A0A376VY01
contig_39	cds	78001	78795	+	PKJKAM_00750	402.0	1.5e-140	0.989	0.823	0.736	UniRef:UniRef50_P0A7F6
contig_39	cds	78825	79592	-	PKJKAM_00751	314.0	4.3e-106	1.0	0.839	0.639	UniRef:UniRef50_A0A0H3CK74
contig_39	cds	79602	80585	-	PKJKAM_00752	521.0	3.1e-186	0.991	0.942	0.778	UniRef:UniRef50_P58718
contig_39	cds	80672	81844	-	PKJKAM_00753	673.0	1.3e-243	0.992	0.898	0.966	UniRef:UniRef50_Q8ZRS5
contig_39	cds	81841	82794	-	PKJKAM_00754	571.0	2.0e-208	1.0	1.0	1.0	BlastRules:WP_001022089
contig_39	cds	83029	83391	-	PKJKAM_00755	183.0	3.7e-59	0.975	0.818	0.735	UniRef:UniRef50_P0A8E5
contig_39	cds	83662	83985	+	PKJKAM_00756	147.0	4.0e-45	1.0	0.836	0.654	UniRef:UniRef50_G0AE91
contig_39	cds	84323	84424	+	PKJKAM_00757	-	-	-	-	-	-
contig_39	cds	84403	84867	+	PKJKAM_00758	277.0	2.0e-95	1.0	1.0	0.922	UniRef:UniRef50_G5S6C8
contig_39	cds	84907	87504	-	PKJKAM_00759	1263.0	0.0	1.012	0.855	0.727	UniRef:UniRef50_A0A2S5M6R7
contig_39	cds	87893	89518	+	PKJKAM_00760	517.0	7.9e-180	0.810	1.058	0.726	UniRef:UniRef50_A0A078LHZ5
contig_39	cds	89531	90322	+	PKJKAM_00761	296.0	4.4e-99	0.992	0.879	0.529	UniRef:UniRef50_C9XVS6
contig_39	cds	90360	90644	-	PKJKAM_00762	138.0	2.4e-42	1.0	0.931	0.723	UniRef:UniRef50_A0A0T9T4Y7
contig_39	cds	90933	92357	-	PKJKAM_00763	902.0	0.0	1.084	1.0	0.907	UniRef:UniRef50_P0A9P0
contig_39	cds	92559	94442	-	PKJKAM_00764	988.0	0.0	1.190	1.0	0.794	UniRef:UniRef50_P06959
contig_39	cds	94457	97120	-	PKJKAM_00765	1633.0	0.0	1.080	1.0	0.851	UniRef:UniRef50_A0A6H2F9S0
contig_39	ncRNA	97124	97236	+	PKJKAM_00766	115.0	4.4e-21	-	-	-	RFAM:RF02030
contig_39	cds	97280	98044	-	PKJKAM_00767	376.0	1.4e-130	1.193	0.997	0.710	UniRef:UniRef50_P0ACL9
contig_39	cds	98610	99980	+	PKJKAM_00768	564.0	6.2e-198	1.033	0.890	0.624	UniRef:UniRef50_A0A0G3EUP7
contig_39	cds	100144	101550	+	PKJKAM_00769	838.0	4.3e-306	1.0	0.911	0.876	UniRef:UniRef50_A0A0E1GVZ2
contig_39	cds	101550	102500	+	PKJKAM_00770	556.0	4.1e-200	0.968	0.887	0.824	UniRef:UniRef50_A0A1B7JMZ2
contig_39	cds	102592	103446	-	PKJKAM_00771	348.0	1.5e-119	1.007	1.0	0.622	UniRef:UniRef50_A1JJL4
contig_39	cds	103443	104006	-	PKJKAM_00772	274.0	6.9e-93	0.973	0.847	0.692	UniRef:UniRef50_A0A2J5PP37
contig_39	cds	104094	104987	+	PKJKAM_00773	349.0	2.6e-119	1.027	0.990	0.626	UniRef:UniRef50_A0A269PUV1
contig_39	cds	105209	105646	+	PKJKAM_00774	223.0	6.1e-74	1.124	0.988	0.693	UniRef:UniRef50_P36647
contig_39	cds	105656	107041	+	PKJKAM_00775	872.0	0.0	1.033	1.0	0.947	UniRef:UniRef50_A0A0H3FWD5
contig_39	cds	107031	108233	+	PKJKAM_00776	412.0	6.7e-141	0.988	0.968	0.539	UniRef:UniRef50_A0A6I2I279
contig_39	cds	108264	109307	-	PKJKAM_00777	435.0	1.3e-150	1.020	0.855	0.627	UniRef:UniRef50_P59443
contig_39	cds	109533	110153	+	PKJKAM_00778	303.0	2.0e-103	0.990	0.843	0.775	UniRef:UniRef50_P56186
contig_39	cds	110153	110896	+	PKJKAM_00779	383.0	9.8e-134	0.972	0.845	0.800	UniRef:UniRef50_P36680
contig_39	cds	110906	111097	+	PKJKAM_00780	77.0	7.3e-19	0.952	0.822	0.650	UniRef:UniRef50_B2VD52
contig_39	cds	111420	111815	-	PKJKAM_00781	268.0	1.5e-92	0.977	0.853	0.992	UniRef:UniRef50_P08337
contig_39	ncRNA	111830	111897	-	PKJKAM_00782	59.9	3.9e-09	-	-	-	RFAM:RF02057
contig_39	cds	111971	114469	-	PKJKAM_00783	1115.0	0.0	1.105	0.933	0.629	UniRef:UniRef50_Q83F06
contig_39	cds	114547	114675	-	PKJKAM_00784	-	-	-	-	-	-
contig_39	cds	114737	115234	-	PKJKAM_00785	324.0	6.4e-116	1.0	1.0	0.994	BlastRules:WP_000014335
contig_39	cds	115513	116430	-	PKJKAM_00786	586.0	3.9e-212	1.141	1.0	0.871	UniRef:UniRef50_Q6LMG1
contig_39	cds	116531	117394	-	PKJKAM_00787	-	-	-	-	-	-
contig_40	cds	74	1018	+	PKJKAM_00788	-	-	-	-	-	-
contig_40	cds	1308	2456	+	PKJKAM_00789	472.0	6.1e-165	1.042	0.990	0.553	UniRef:UniRef50_A0A2C6DN07
contig_40	cds	2498	3139	-	PKJKAM_00790	373.0	7.4e-131	0.991	0.805	0.867	UniRef:UniRef50_P0AFU8
contig_40	cds	3356	4729	+	PKJKAM_00791	879.0	0.0	1.0	1.0	0.998	BlastRules:WP_001175077
contig_40	tRNA	4881	4957	+	PKJKAM_00792	82.5	-	-	-	-	-
contig_40	tRNA	4968	5044	+	PKJKAM_00793	85.6	-	-	-	-	-
contig_40	cds	5202	6260	-	PKJKAM_00794	653.0	7.3e-240	1.0	1.0	0.997	BlastRules:WP_001291716
contig_40	cds	6257	7036	-	PKJKAM_00795	497.0	3.0e-181	1.0	1.0	0.988	BlastRules:WP_000068764
contig_40	cds	7037	7303	-	PKJKAM_00796	159.0	5.8e-53	1.0	1.0	1.0	BlastRules:WP_000999982
contig_40	cds	7300	7947	-	PKJKAM_00797	401.0	1.3e-144	1.0	1.0	1.0	BlastRules:WP_000056367
contig_40	cds	8015	8983	-	PKJKAM_00798	666.0	4.7e-246	1.0	1.0	0.997	BlastRules:WP_000944192
contig_40	cds	8964	9338	-	PKJKAM_00799	251.0	4.0e-88	1.0	1.0	0.984	BlastRules:WP_001223304
contig_40	cds	9319	9696	-	PKJKAM_00800	206.0	3.0e-70	1.0	1.0	1.0	BlastRules:WP_000449089
contig_40	cds	9699	11000	-	PKJKAM_00801	850.0	7.6e-315	1.0	1.0	0.991	BlastRules:WP_000787213
contig_40	cds	10990	13035	-	PKJKAM_00802	1252.0	0.0	1.0	1.0	0.994	BlastRules:WP_001258231
contig_40	cds	13020	13388	-	PKJKAM_00803	258.0	3.0e-91	1.0	1.0	1.0	BlastRules:WP_000383702
contig_40	cds	13446	14438	-	PKJKAM_00804	630.0	3.6e-231	1.0	0.976	0.988	BlastRules:WP_000238877
contig_40	cds	14428	15102	-	PKJKAM_00805	426.0	2.2e-154	1.0	1.0	0.987	BlastRules:WP_000011201
contig_40	cds	15099	15350	-	PKJKAM_00806	160.0	1.5e-51	1.0	0.922	0.928	UniRef:UniRef50_A0A455RTX6
contig_40	cds	15665	16414	-	PKJKAM_00807	476.0	4.7e-173	1.0	1.0	0.988	BlastRules:WP_000862874
contig_40	cds	16411	16674	-	PKJKAM_00808	151.0	7.5e-50	0.943	1.0	1.0	BlastRules:WP_001574409
contig_40	cds	16671	16961	-	PKJKAM_00809	156.0	2.6e-49	0.906	0.845	1.0	UniRef:UniRef50_A9MEL1
contig_40	cds	16939	17154	-	PKJKAM_00810	137.0	6.1e-45	1.0	1.0	1.0	BlastRules:WP_000350226
contig_40	cds	17248	17937	-	PKJKAM_00811	454.0	5.0e-165	1.0	1.0	1.0	VFDB:VFG000506
contig_40	cds	17934	18716	-	PKJKAM_00812	482.0	2.8e-175	1.0	1.0	1.0	VFDB:VFG000505
contig_40	cds	18732	19160	-	PKJKAM_00813	290.0	6.4e-103	1.0	0.986	1.0	BlastRules:WP_000979963
contig_40	cds	19218	19634	-	PKJKAM_00814	276.0	9.7e-98	1.0	1.0	1.0	BlastRules:WP_000249606
contig_40	cds	19637	20224	-	PKJKAM_00815	351.0	1.3e-125	1.0	1.0	1.0	BlastRules:WP_000388323
contig_40	cds	20240	21694	-	PKJKAM_00816	508.0	6.1e-176	1.010	1.0	0.669	UniRef:UniRef50_O84947
contig_40	cds	21697	22170	-	PKJKAM_00817	315.0	2.3e-112	1.0	1.0	0.987	BlastRules:WP_000711029
contig_40	cds	22167	22757	-	PKJKAM_00818	369.0	2.0e-132	1.0	1.0	0.990	BlastRules:WP_000094422
contig_40	cds	22764	23087	-	PKJKAM_00819	199.0	2.3e-68	1.0	0.991	0.991	BlastRules:WP_001738219
contig_40	cds	23354	23596	-	PKJKAM_00820	149.0	3.0e-49	1.0	1.0	1.0	BlastRules:WP_000210202
contig_40	cds	23604	24815	-	PKJKAM_00821	813.0	2.2e-301	1.0	1.0	0.995	BlastRules:WP_000323786
contig_40	cds	24796	26289	-	PKJKAM_00822	945.0	0.0	1.0	1.0	0.998	BlastRules:WP_000261284
contig_40	cds	26291	26674	-	PKJKAM_00823	258.0	7.7e-91	1.0	0.955	1.0	BlastRules:WP_001738217
contig_40	cds	27093	29855	+	PKJKAM_00824	1785.0	0.0	1.0	1.0	0.992	VFDB:VFG000493
contig_40	cds	29886	30524	+	PKJKAM_00825	424.0	7.4e-154	1.0	1.0	1.0	VFDB:VFG000492
contig_40	cds	30703	31431	+	PKJKAM_00826	372.0	1.1e-129	1.0	0.910	0.731	UniRef:UniRef50_A9MEM8
contig_40	cds	31603	32562	+	PKJKAM_00827	542.0	1.3e-194	0.997	0.955	0.796	UniRef:UniRef50_C4LDE3
contig_40	cds	32658	32870	-	PKJKAM_00828	101.0	2.6e-28	0.971	0.907	0.750	UniRef:UniRef50_A0A6L8YBX2
contig_40	cds	32968	33588	-	PKJKAM_00829	393.0	1.0e-141	1.0	1.0	0.985	BlastRules:WP_000190927
contig_40	cds	33563	35341	-	PKJKAM_00830	1154.0	0.0	1.0	1.0	0.998	BlastRules:WP_001214413
