# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_38	cds	45752	46246	-	PKJKAM_00606	ycdZ	Inner membrane protein ycdZ	SO:0001217, UniRef:UniRef50_A0A8S0FXZ0
contig_38	cds	46335	46889	-	PKJKAM_00607	ycdY	Chaperone protein YcdY	SO:0001217, UniRef:UniRef50_P75915
contig_38	cds	46913	47650	-	PKJKAM_00608	ycdX	putative phosphatase YcdX	SO:0001217, UniRef:UniRef50_P75914
contig_38	cds	47735	47860	-	PKJKAM_00609		hypothetical protein	
contig_38	cds	47857	48672	-	PKJKAM_00610		Glyoxylate/hydroxypyruvate reductase A	SO:0001217, UniRef:UniRef50_A8AI49
contig_38	tRNA	48909	48996	+	PKJKAM_00611	trnS	tRNA-Ser(gga)	SO:0000269
contig_38	cds	49332	50435	-	PKJKAM_00612		2,7-anhydro-N-acetylneuraminate hydratase	SO:0001217, UniRef:UniRef50_P39353
contig_38	cds	50449	51729	-	PKJKAM_00613	nanX	Sialic acid transporter NanX	SO:0001217, UniRef:UniRef50_P39352
contig_38	cds	52012	52704	-	PKJKAM_00614	nanC	N-acetylneuraminic acid outer membrane channel protein NanC	SO:0001217, UniRef:UniRef50_A0A2A7U4T0
contig_38	cds	52750	53892	-	PKJKAM_00615		N-acetylneuraminate epimerase	SO:0001217, UniRef:UniRef50_Q8ZQ34
contig_38	cds	54410	55090	+	PKJKAM_00616		N-acylglucosamine-6-phosphate 2-epimerase	SO:0001217, UniRef:UniRef50_Q4ACH4
contig_38	cds	55104	55292	+	PKJKAM_00617		hypothetical protein	
contig_38	cds	55419	56915	+	PKJKAM_00618	siaT	Sodium/sialic acid symporter SiaT	SO:0001217, UniRef:UniRef50_B4EZY7
contig_38	ncRNA	56916	57200	-	PKJKAM_00619	STnc500	STnc500 Hfq binding RNA	RFAM:RF01406, SO:0000655
contig_38	cds	57201	58082	+	PKJKAM_00620		Uncharacterized HTH-type transcriptional regulator HI_0143	SO:0001217, UniRef:UniRef50_P44540
contig_38	cds	58187	58975	-	PKJKAM_00621	psiH	Phosphate starvation-inducible protein PsiH	SO:0001217, UniRef:UniRef50_A0A3S5DBV8
contig_38	ncRNA	58192	58385	+	PKJKAM_00622	Ysr251	Yersinia sRNA 251	RFAM:RF02855, SO:0000655
contig_38	cds	58954	59250	-	PKJKAM_00623	psiH	Phosphate starvation-inducible protein psiH	SO:0001217, UniRef:UniRef50_A0A078LI67
contig_38	cds	59868	61376	-	PKJKAM_00624		Sodium/proline symporter	SO:0001217, UniRef:UniRef50_A0A2X4URP0
contig_38	cds	61798	65760	+	PKJKAM_00625	putA	Bifunctional protein PutA	SO:0001217, UniRef:UniRef50_L0NKD4
contig_38	cds	65819	66214	+	PKJKAM_00626		Lysozyme inhibitor LprI-like N-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A6N3HGW7
contig_38	cds	66211	66849	-	PKJKAM_00627		hypothetical protein	PFAM:PF00440.29, PFAM:PF08362.16
contig_38	cds	66986	67153	-	PKJKAM_00628		hypothetical protein	
contig_38	cds	67538	68134	+	PKJKAM_00629		NAD(P)H dehydrogenase (quinone)	SO:0001217, UniRef:UniRef50_Q2RXG7
contig_38	cds	68155	68382	+	PKJKAM_00630	yccJ	YccJ protein	SO:0001217, UniRef:UniRef50_A0A4P0XXM7
contig_38	cds	68416	69657	-	PKJKAM_00631		Glucose-1-phosphatase	SO:0001217, UniRef:UniRef50_P19926
contig_38	cds	69790	70296	-	PKJKAM_00632	scsD	ScsD family copper-sensitivity suppressor	SO:0001217, UniRef:UniRef50_A0A085GBW5
contig_38	cds	70286	70909	-	PKJKAM_00633		Secreted protein, suppressor for copper-sensitivity C	SO:0001217, UniRef:UniRef50_A0A379S8L7
contig_38	cds	70906	71448	-	PKJKAM_00634	scsB	Membrane protein, suppressor for copper-sensitivity ScsB	SO:0001217, UniRef:UniRef50_A0A919HXV2
contig_38	cds	71445	72791	-	PKJKAM_00635		hypothetical protein	PFAM:PF02683.22, PFAM:PF11412.14
contig_38	cds	72840	73202	-	PKJKAM_00636		Copper resistance protein	SO:0001217, UniRef:UniRef50_A0A4U9VX74
contig_38	cds	73438	74358	+	PKJKAM_00637		Curved DNA-binding protein	SO:0001217, UniRef:UniRef50_A8AI78
contig_38	cds	74358	74663	+	PKJKAM_00638	cbpM	Chaperone modulatory protein CbpM	SO:0001217, UniRef:UniRef50_S3IMF7
contig_38	cds	75317	75679	+	PKJKAM_00639	iraM	Anti-adapter protein IraM	SO:0001217, UniRef:UniRef50_Q9F0N8
contig_38	cds	76087	77025	-	PKJKAM_00640		Metallo-beta-lactamase domain-containing protein	SO:0001217, UniRef:UniRef50_A9MH55
contig_38	cds	77039	77935	-	PKJKAM_00641	hpaA	4-hydroxyphenylacetate catabolism regulatory protein HpaA	SO:0001217, UniRef:UniRef50_A0A024L854
contig_38	cds	77945	79321	-	PKJKAM_00642		4-hydroxyphenylacetate permease	SO:0001217, UniRef:UniRef50_A0A379SYB7
contig_38	cds	79393	80184	-	PKJKAM_00643		2,4-dihydroxydec-2-ene-1,10-dioic acid aldolase	SO:0001217, UniRef:UniRef50_A0AA86GN07
contig_38	cds	80195	80998	-	PKJKAM_00644		2-oxo-hepta-3-ene-1,7-dioic acid hydratase	SO:0001217, UniRef:UniRef50_A0A7C7TDD5
contig_38	cds	81142	81522	-	PKJKAM_00645		5-carboxymethyl-2-hydroxymuconate delta-isomerase	SO:0001217, UniRef:UniRef50_A0A0Q4MX92
contig_38	cds	81532	82383	-	PKJKAM_00646		3,4-dihydroxyphenylacetate 2,3-dioxygenase	SO:0001217, UniRef:UniRef50_Q05353
contig_38	cds	82385	83851	-	PKJKAM_00647		Betaine aldehyde dehydrogenase	SO:0001217, UniRef:UniRef50_A0A379Y2E1
contig_38	cds	83848	85137	-	PKJKAM_00648		4-hydroxyphenylacetate degradation bifunctional isomerase/decarboxylase	SO:0001217, UniRef:UniRef50_Q9RPU5
contig_38	cds	85412	85852	+	PKJKAM_00649	hpaR	Homoprotocatechuate degradation operon regulator HpaR	SO:0001217, UniRef:UniRef50_A0A3G2I901
contig_38	cds	86070	87632	+	PKJKAM_00650		4-nitrophenol 2-monooxygenase, oxygenase component	SO:0001217, UniRef:UniRef50_Q8RQQ0
contig_38	cds	87650	88162	+	PKJKAM_00651		4-hydroxyphenylacetate 3-monooxygenase reductase component	SO:0001217, UniRef:UniRef50_Q48441
contig_38	cds	88495	88905	-	PKJKAM_00652		5-hydroxyisourate hydrolase	SO:0001217, UniRef:UniRef50_P76341
contig_38	cds	88984	89721	+	PKJKAM_00653	hprR	Response regulator transcription factor HprR	SO:0001217, UniRef:UniRef50_A7MQ73
contig_38	cds	89714	91078	+	PKJKAM_00654		Sensor protein	SO:0001217, UniRef:UniRef50_A0A090V098
contig_38	cds	91158	92720	+	PKJKAM_00655		Dipeptidase	SO:0001217, UniRef:UniRef50_Q8ZQ55
contig_38	cds	92829	92939	+	PKJKAM_00656		Cytoplasmic protein	SO:0001217, UniRef:UniRef50_A0A344R8J7
contig_38	cds	93442	95127	+	PKJKAM_00657	sopB	SPI-1 type III secretion system effector inositol phosphate phosphatase SopB	BlastRules:WP_001166946, BlastRules:WP_001166955, SO:0001217, UniRef:UniRef50_O30916
contig_38	cds	95144	95485	+	PKJKAM_00658	sigE	type III secretion system chaperone SigE	BlastRules:WP_000444724, BlastRules:WP_000444726, SO:0001217, UniRef:UniRef50_A0A193QGK2
contig_38	ncRNA	95815	95913	-	PKJKAM_00659	isrI	isrI Hfq binding RNA	RFAM:RF01392, SO:0000655
contig_38	cds	96033	96908	+	PKJKAM_00660	pipB	SPI-2 type III secretion system effector PipB	BlastRules:WP_001123045, SO:0001217, UniRef:UniRef50_Q8ZQ59
contig_38	cds	97130	97810	+	PKJKAM_00661	pipA	type III secretion system effector protease PipA	BlastRules:WP_000938191, NCBIProtein:EBL5220899.1, SO:0001217, UniRef:UniRef50_A0A5V2TER9
contig_38	tRNA	97949	98036	-	PKJKAM_00662	trnS	tRNA-Ser(tga)	SO:0000269
contig_38	cds	98431	99090	+	PKJKAM_00663	yccA	Modulator of FtsH protease YccA	SO:0001217, UniRef:UniRef50_P0AAC6
contig_38	cds	99177	99506	+	PKJKAM_00664	tusE	Sulfurtransferase TusE	SO:0001217, UniRef:UniRef50_Q2NU63
contig_38	cds	99503	99784	-	PKJKAM_00665		Acylphosphatase	SO:0001217, UniRef:UniRef50_A0A376TIS7
contig_38	cds	99833	100621	-	PKJKAM_00666		hypothetical protein	PFAM:PF00165.29, PFAM:PF12833.13
contig_38	cds	100638	101186	-	PKJKAM_00667		Kinase inhibitor	SO:0001217, UniRef:UniRef50_A0A7X5YLX1
contig_38	cds	101401	102612	+	PKJKAM_00668		Ribosomal RNA large subunit methyltransferase I	SO:0001217, UniRef:UniRef50_P75876
contig_38	cds	102670	102987	+	PKJKAM_00669	hspQ	Heat shock protein HspQ	SO:0001217, UniRef:UniRef50_Q7CHM0
contig_38	cds	103032	103445	-	PKJKAM_00670		CoA-binding domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2J4PK94
contig_38	cds	103619	104281	+	PKJKAM_00671	yccT	UPF0319 protein YccT	SO:0001217, UniRef:UniRef50_P0A8X4
contig_38	cds	104376	104834	+	PKJKAM_00672		Methylglyoxal synthase	SO:0001217, UniRef:UniRef50_A0A411MHY8
contig_38	cds	104870	106924	-	PKJKAM_00673		DNA helicase IV	SO:0001217, UniRef:UniRef50_P15038
contig_38	cds	107048	107494	+	PKJKAM_00674	yccF	Inner membrane protein YccF	SO:0001217, UniRef:UniRef50_P0AB12
contig_38	cds	107513	109666	+	PKJKAM_00675	yccS	Inner membrane protein YccS	SO:0001217, UniRef:UniRef50_P75870
contig_38	cds	109653	110258	-	PKJKAM_00676		Protein Sxy	SO:0001217, UniRef:UniRef50_P75869
contig_38	cds	110314	110472	+	PKJKAM_00677		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A379XT47
contig_38	cds	110475	110984	+	PKJKAM_00678	sulA	Cell division inhibitor SulA	SO:0001217, UniRef:UniRef50_A6T752
contig_38	cds	111575	111934	-	PKJKAM_00679		hypothetical protein	
contig_39	cds	336	821	-	PKJKAM_00680		Chaperone protein Skp	SO:0001217, UniRef:UniRef50_A0A3S4FYR1
contig_39	cds	944	3358	-	PKJKAM_00681	bamA	Outer membrane protein assembly factor BamA	SO:0001217, UniRef:UniRef50_B2VE18
contig_39	cds	3390	4742	-	PKJKAM_00682		Regulator of sigma E protease	SO:0001217, UniRef:UniRef50_Q8ZRP1
contig_39	cds	4754	5611	-	PKJKAM_00683		Phosphatidate cytidylyltransferase	SO:0001217, UniRef:UniRef50_P0ABG1
contig_39	cds	5624	6313	-	PKJKAM_00684		Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)	SO:0001217, UniRef:UniRef50_A0A0Q9YYB9
contig_39	cds	6695	7891	-	PKJKAM_00685		1-deoxy-D-xylulose 5-phosphate reductoisomerase	SO:0001217, UniRef:UniRef50_Q57T35
contig_39	cds	8032	8589	-	PKJKAM_00686		Ribosome-recycling factor	SO:0001217, UniRef:UniRef50_Q5NZH2
contig_39	cds	8736	9461	-	PKJKAM_00687		Uridylate kinase	SO:0001217, UniRef:UniRef50_P0A7E9
contig_39	cds	9606	10529	-	PKJKAM_00688		Elongation factor Ts	SO:0001217, UniRef:UniRef50_A5WCX3
contig_39	ncRNA	10521	10630	-	PKJKAM_00689	CssrA	Chromosome-encoded Shigella sRNA A	RFAM:RF02798, SO:0000655
contig_39	cds	10715	11440	-	PKJKAM_00690		Small ribosomal subunit protein uS2	SO:0001217, UniRef:UniRef50_P44371
contig_39	ncRNA	11470	11556	-	PKJKAM_00691	t44	t44 RNA	RFAM:RF00127, SO:0000655
contig_39	cds	11891	12685	+	PKJKAM_00692		Methionine aminopeptidase	SO:0001217, UniRef:UniRef50_P0A1X6
contig_39	cds	12923	15595	+	PKJKAM_00693		Bifunctional uridylyltransferase/uridylyl-removing enzyme	SO:0001217, UniRef:UniRef50_P27249
contig_39	cds	15625	16449	+	PKJKAM_00694		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	SO:0001217, UniRef:UniRef50_P0A9D8
contig_39	cds	16486	17787	-	PKJKAM_00695		Major facilitator superfamily (MFS) profile domain-containing protein	SO:0001217, UniRef:UniRef50_A9MPJ7
contig_39	cds	18034	18420	+	PKJKAM_00696	yaeH	UPF0325 protein YaeH	SO:0001217, UniRef:UniRef50_P62768
contig_39	cds	18509	19666	-	PKJKAM_00697	cdaR	DNA-binding transcriptional regulator CdaR	BlastRules:WP_000929443, SO:0001217, UniRef:UniRef50_P37047
contig_39	cds	19819	21246	-	PKJKAM_00698	degP	Periplasmic serine endoprotease DegP	SO:0001217, UniRef:UniRef50_P26982
contig_39	ncRNA-region	21241	21286	-			HtrA 5' UTR thermometer	RFAM:RF02700, SO:0002168
contig_39	cds	21376	22893	-	PKJKAM_00699		Deoxyguanosinetriphosphate triphosphohydrolase	SO:0001217, UniRef:UniRef50_P15723
contig_39	cds	22978	23676	+	PKJKAM_00700		5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	SO:0001217, UniRef:UniRef50_B7GIU7
contig_39	cds	23669	24469	+	PKJKAM_00701		Vitamin B12-binding protein	SO:0001217, UniRef:UniRef50_P37028
contig_39	cds	24506	25129	+	PKJKAM_00702	yadS	UPF0126 inner membrane protein YadS	SO:0001217, UniRef:UniRef50_P0AFP0
contig_39	cds	25230	25574	-	PKJKAM_00703		FeS cluster biogenesis domain-containing protein	SO:0001217, UniRef:UniRef50_A0A920M0K7
contig_39	cds	25656	27077	-	PKJKAM_00704	clcA	H(+)/Cl(-) exchange transporter ClcA	SO:0001217, UniRef:UniRef50_Q8ZRP8
contig_39	cds	27247	28527	+	PKJKAM_00705		Glutamate-1-semialdehyde 2,1-aminomutase	SO:0001217, UniRef:UniRef50_Q5NGB9
contig_39	cds	28626	29468	-	PKJKAM_00706	yadU	Uncharacterized protein YadU	SO:0001217, UniRef:UniRef50_O87663
contig_39	cds	29465	29995	-	PKJKAM_00707		Minor fimbrial subunit	SO:0001217, UniRef:UniRef50_Q8ZRP9
contig_39	cds	29995	30471	-	PKJKAM_00708		Fimbrial-type adhesion domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7U9DHT2
contig_39	cds	30468	30980	-	PKJKAM_00709		Fimbrial-type adhesion domain-containing protein	SO:0001217, UniRef:UniRef50_A0A370V8L5
contig_39	cds	30999	31751	-	PKJKAM_00710	yfcS	Fimbrial chaperone yfcS	SO:0001217, UniRef:UniRef50_A0A447JN72
contig_39	cds	31769	34426	-	PKJKAM_00711	yfcU	Putative outer membrane usher protein YfcU	SO:0001217, UniRef:UniRef50_P77196
contig_39	cds	34512	35072	-	PKJKAM_00712	stfA	Stf fimbria major subunit StfA	NCBIProtein:ELN2249909.1, SO:0001217, UniRef:UniRef50_A0A7U9H5T1
contig_39	cds	35770	35976	-	PKJKAM_00713		Cytoplasmic protein	SO:0001217, UniRef:UniRef50_A0A712M6F7
contig_39	cds	36013	38070	-	PKJKAM_00714		Iron ABC transporter	SO:0001217, UniRef:UniRef50_A0A0J8YC22
contig_39	cds	38067	38957	-	PKJKAM_00715	fhuD	Iron(3+)-hydroxamate-binding protein FhuD	SO:0001217, UniRef:UniRef50_P07822
contig_39	cds	38957	39754	-	PKJKAM_00716	fhuC	Iron(3+)-hydroxamate import ATP-binding protein FhuC	SO:0001217, UniRef:UniRef50_P07821
contig_39	cds	39802	41991	-	PKJKAM_00717	fhuA	Ferrichrome porin FhuA	SO:0001217, UniRef:UniRef50_A0A735A5P7
contig_39	cds	42284	44806	-	PKJKAM_00718		Penicillin-binding protein 1B	SO:0001217, UniRef:UniRef50_A0A0U3BXI8
contig_39	cds	44947	47421	-	PKJKAM_00719	hrpB	ATP-dependent RNA helicase HrpB	SO:0001217, UniRef:UniRef50_P37024
contig_39	cds	47449	47979	+	PKJKAM_00720		RNA 2',3'-cyclic phosphodiesterase	SO:0001217, UniRef:UniRef50_A0A379TGX4
contig_39	cds	47996	48700	+	PKJKAM_00721		Sugar fermentation stimulation protein A	SO:0001217, UniRef:UniRef50_Q8ZRQ6
contig_39	cds	48877	49332	+	PKJKAM_00722	dksA	RNA polymerase-binding transcription factor DksA	SO:0001217, UniRef:UniRef50_P57294
contig_39	cds	49356	50297	+	PKJKAM_00723		Glutamyl-Q tRNA(Asp) synthetase	SO:0001217, UniRef:UniRef50_Q07Y01
contig_39	cds	50438	51856	+	PKJKAM_00724		Poly(A) polymerase I	SO:0001217, UniRef:UniRef50_A0A2X3ERX0
contig_39	cds	51853	52332	+	PKJKAM_00725		2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase	SO:0001217, UniRef:UniRef50_A0A090IJW5
contig_39	cds	52453	53244	+	PKJKAM_00726		3-methyl-2-oxobutanoate hydroxymethyltransferase	SO:0001217, UniRef:UniRef50_P31057
contig_39	cds	53370	54224	+	PKJKAM_00727		Pantothenate synthetase	SO:0001217, UniRef:UniRef50_A0A143WS51
contig_39	cds	54319	54699	+	PKJKAM_00728		Aspartate 1-decarboxylase	SO:0001217, UniRef:UniRef50_A0A376FKL2
contig_39	cds	54977	55582	+	PKJKAM_00729	stkA	Stk fimbria major subunit StkA	NCBIProtein:WP_000466117.1, SO:0001217, UniRef:UniRef50_A8ALF2
contig_39	cds	55669	56421	+	PKJKAM_00730	ecpD	Chaperone protein EcpD	SO:0001217, UniRef:UniRef50_A0AAE2EFX7
contig_39	cds	56489	59086	+	PKJKAM_00731	htrE	Outer membrane usher protein HtrE	SO:0001217, UniRef:UniRef50_A0A6N3DA70
contig_39	cds	59121	59693	+	PKJKAM_00732		Fimbrial protein	SO:0001217, UniRef:UniRef50_A0A6D2GC55
contig_39	cds	59720	60277	+	PKJKAM_00733	yadL	Putative fimbrial-like protein YadL	SO:0001217, UniRef:UniRef50_A0A564NVY9
contig_39	cds	60296	60895	+	PKJKAM_00734		Fimbrial protein	SO:0001217, UniRef:UniRef50_A0A379WZV1
contig_39	cds	60907	61968	+	PKJKAM_00735		hypothetical protein	PFAM:PF00419.26
contig_39	cds	61970	63199	-	PKJKAM_00736		Polysaccharide deacetylase domain protein	SO:0001217, UniRef:UniRef50_A0A379WZK3
contig_39	cds	63261	63701	-	PKJKAM_00737	yadI	Putative phosphotransferase enzyme IIA component YadI	SO:0001217, UniRef:UniRef50_P36881
contig_39	cds	64071	64610	+	PKJKAM_00738	stiA	Sti fimbria major subunit StiA	NCBIProtein:AAL19141.1, SO:0001217, UniRef:UniRef50_Q8ZRR4
contig_39	cds	64658	65341	+	PKJKAM_00739	stiB	fimbrial biogenesis chaperone StiB	BlastRules:WP_001086408, SO:0001217, UniRef:UniRef50_Q8ZRR5
contig_39	cds	65356	67914	+	PKJKAM_00740		Fimbrial protein	SO:0001217, UniRef:UniRef50_A0A5Z4YMN8
contig_39	cds	67923	69002	+	PKJKAM_00741		Fimbriae	SO:0001217, UniRef:UniRef50_Q8ZRR7
contig_39	cds	69122	69892	-	PKJKAM_00742	yadH	Inner membrane transport permease YadH	SO:0001217, UniRef:UniRef50_P0AFN6
contig_39	cds	69889	70815	-	PKJKAM_00743		ABC transporter ATP binding protein	SO:0001217, UniRef:UniRef50_A0A0W0U308
contig_39	cds	70924	71586	+	PKJKAM_00744		Carbonic anhydrase 2	SO:0001217, UniRef:UniRef50_P45148
contig_39	cds	71644	72180	-	PKJKAM_00745		Hypoxanthine phosphoribosyltransferase	SO:0001217, UniRef:UniRef50_P18134
contig_39	cds	72386	74776	+	PKJKAM_00746		Quinoprotein glucose dehydrogenase	SO:0001217, UniRef:UniRef50_A0A447QUM1
contig_39	cds	74854	76464	-	PKJKAM_00747	cueO	Multicopper oxidase CueO	SO:0001217, UniRef:UniRef50_P36649
contig_39	cds	76627	77013	+	PKJKAM_00748		Chaperone lipoprotein YacC, putatively involved in protein secretion	SO:0001217, UniRef:UniRef50_E0SBM7
contig_39	cds	77120	77980	+	PKJKAM_00749		Polyamine aminopropyltransferase	SO:0001217, UniRef:UniRef50_A0A376VY01
contig_39	cds	78001	78795	+	PKJKAM_00750		S-adenosylmethionine decarboxylase proenzyme	SO:0001217, UniRef:UniRef50_P0A7F6
contig_39	cds	78825	79592	-	PKJKAM_00751		HTH deoR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0H3CK74
contig_39	cds	79602	80585	-	PKJKAM_00752		D-threonate 4-phosphate dehydrogenase	SO:0001217, UniRef:UniRef50_P58718
contig_39	cds	80672	81844	-	PKJKAM_00753		D-threonate kinase	SO:0001217, UniRef:UniRef50_Q8ZRS5
contig_39	cds	81841	82794	-	PKJKAM_00754		2-keto-3-deoxygluconate permease 1	BlastRules:WP_001022089, SO:0001217, UniRef:UniRef50_P65207
contig_39	cds	83029	83391	-	PKJKAM_00755	yacL	UPF0231 protein YacL	SO:0001217, UniRef:UniRef50_P0A8E5
contig_39	cds	83662	83985	+	PKJKAM_00756		Phosphotyrosine protein phosphatase I domain-containing protein	SO:0001217, UniRef:UniRef50_G0AE91
contig_39	cds	84323	84424	+	PKJKAM_00757		hypothetical protein	
contig_39	cds	84403	84867	+	PKJKAM_00758		Inner membrane protein	SO:0001217, UniRef:UniRef50_G5S6C8
contig_39	cds	84907	87504	-	PKJKAM_00759		Aconitate hydratase B	SO:0001217, UniRef:UniRef50_A0A2S5M6R7
contig_39	cds	87893	89518	+	PKJKAM_00760		DUF3300 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A078LHZ5
contig_39	cds	89531	90322	+	PKJKAM_00761		DUF2950 domain-containing protein	SO:0001217, UniRef:UniRef50_C9XVS6
contig_39	cds	90360	90644	-	PKJKAM_00762		Lipoprotein	SO:0001217, UniRef:UniRef50_A0A0T9T4Y7
contig_39	cds	90933	92357	-	PKJKAM_00763		Dihydrolipoyl dehydrogenase	SO:0001217, UniRef:UniRef50_P0A9P0
contig_39	cds	92559	94442	-	PKJKAM_00764		Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	SO:0001217, UniRef:UniRef50_P06959
contig_39	cds	94457	97120	-	PKJKAM_00765		Pyruvate dehydrogenase E1 component	SO:0001217, UniRef:UniRef50_A0A6H2F9S0
contig_39	ncRNA	97124	97236	+	PKJKAM_00766	tp2	tp2	RFAM:RF02030, SO:0000655
contig_39	cds	97280	98044	-	PKJKAM_00767		Pyruvate dehydrogenase complex repressor	SO:0001217, UniRef:UniRef50_P0ACL9
contig_39	cds	98610	99980	+	PKJKAM_00768		Amino acid permease/ SLC12A domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0G3EUP7
contig_39	cds	100144	101550	+	PKJKAM_00769		GPH family transporter	SO:0001217, UniRef:UniRef50_A0A0E1GVZ2
contig_39	cds	101550	102500	+	PKJKAM_00770		Alpha-L-arabinofuranosidase	SO:0001217, UniRef:UniRef50_A0A1B7JMZ2
contig_39	cds	102592	103446	-	PKJKAM_00771		Membrane-bound sensory transducer in beta-lactamase regulation	SO:0001217, UniRef:UniRef50_A1JJL4
contig_39	cds	103443	104006	-	PKJKAM_00772	ampD	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	SO:0001217, UniRef:UniRef50_A0A2J5PP37
contig_39	cds	104094	104987	+	PKJKAM_00773		nicotinate-nucleotide diphosphorylase (carboxylating)	SO:0001217, UniRef:UniRef50_A0A269PUV1
contig_39	cds	105209	105646	+	PKJKAM_00774		Prepilin peptidase-dependent protein D	SO:0001217, UniRef:UniRef50_P36647
contig_39	cds	105656	107041	+	PKJKAM_00775		Bacterial type II secretion system protein E domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0H3FWD5
contig_39	cds	107031	108233	+	PKJKAM_00776	hofC	Protein transport protein HofC	SO:0001217, UniRef:UniRef50_A0A6I2I279
contig_39	cds	108264	109307	-	PKJKAM_00777		GMP reductase	SO:0001217, UniRef:UniRef50_P59443
contig_39	cds	109533	110153	+	PKJKAM_00778		Dephospho-CoA kinase	SO:0001217, UniRef:UniRef50_P56186
contig_39	cds	110153	110896	+	PKJKAM_00779	zapD	Cell division protein ZapD	SO:0001217, UniRef:UniRef50_P36680
contig_39	cds	110906	111097	+	PKJKAM_00780	yacG	DNA gyrase inhibitor YacG	SO:0001217, UniRef:UniRef50_B2VD52
contig_39	cds	111420	111815	-	PKJKAM_00781		8-oxo-dGTP diphosphatase	SO:0001217, UniRef:UniRef50_P08337
contig_39	ncRNA	111830	111897	-	PKJKAM_00782	STnc40	Salmonella enterica sRNA STnc40	RFAM:RF02057, SO:0000655
contig_39	cds	111971	114469	-	PKJKAM_00783	secA	Protein translocase subunit SecA	SO:0001217, UniRef:UniRef50_Q83F06
contig_39	cds	114547	114675	-	PKJKAM_00784		hypothetical protein	
contig_39	cds	114737	115234	-	PKJKAM_00785	secM	secA regulator SecM	BlastRules:WP_000014335, SO:0001217, UniRef:UniRef50_A6T4P0
contig_39	cds	115513	116430	-	PKJKAM_00786		UDP-3-O-acyl-N-acetylglucosamine deacetylase	SO:0001217, UniRef:UniRef50_Q6LMG1
contig_39	cds	116531	117394	-	PKJKAM_00787		hypothetical protein	PFAM:PF00091.31, PFAM:PF12327.13
contig_40	cds	74	1018	+	PKJKAM_00788		hypothetical protein	
contig_40	cds	1308	2456	+	PKJKAM_00789		Cyclopropane-fatty-acyl-phospholipid synthase	SO:0001217, UniRef:UniRef50_A0A2C6DN07
contig_40	cds	2498	3139	-	PKJKAM_00790		Riboflavin synthase	SO:0001217, UniRef:UniRef50_P0AFU8
contig_40	cds	3356	4729	+	PKJKAM_00791	mdtK	MdtK family multidrug efflux MATE transporter	BlastRules:WP_001175077, SO:0001217, UniRef:UniRef50_P37340
contig_40	tRNA	4881	4957	+	PKJKAM_00792	trnV	tRNA-Val(gac)	SO:0000273
contig_40	tRNA	4968	5044	+	PKJKAM_00793	trnV	tRNA-Val(gac)	SO:0000273
contig_40	cds	5202	6260	-	PKJKAM_00794	ssaU	SPI-2 type III secretion system apparatus protein SsaU	BlastRules:WP_001291716
contig_40	cds	6257	7036	-	PKJKAM_00795	ssaT	SPI-2 type III secretion system apparatus protein SsaT	BlastRules:WP_000068764, SO:0001217, UniRef:UniRef50_P96068
contig_40	cds	7037	7303	-	PKJKAM_00796	ssaS	SPI-2 type III secretion system apparatus protein SsaS	BlastRules:WP_000999982, SO:0001217, UniRef:UniRef50_P74891
contig_40	cds	7300	7947	-	PKJKAM_00797	ssaR	SPI-2 type III secretion system export apparatus protein SsaR	BlastRules:WP_000056367, SO:0001217, UniRef:UniRef50_P69980
contig_40	cds	8015	8983	-	PKJKAM_00798	ssaQ	SPI-2 type III secretion system cytoplasmic ring protein SsaQ	BlastRules:WP_000944192, SO:0001217, UniRef:UniRef50_A9MEK1
contig_40	cds	8964	9338	-	PKJKAM_00799	ssaP	SPI-2 type III secretion system apparatus protein SsaP	BlastRules:WP_001223304, SO:0001217, UniRef:UniRef50_P0A239
contig_40	cds	9319	9696	-	PKJKAM_00800	ssaO	SPI-2 type III secretion system apparatus protein SsaO	BlastRules:WP_000449089, SO:0001217, UniRef:UniRef50_P74858
contig_40	cds	9699	11000	-	PKJKAM_00801	ssaN	SctN family type III secretion system ATPase SsaN	BlastRules:WP_000787213, SO:0001217, UniRef:UniRef50_C5B9R8
contig_40	cds	10990	13035	-	PKJKAM_00802	ssaV	SPI-2 type III secretion system apparatus protein SsaV	BlastRules:WP_001258231, SO:0001217, UniRef:UniRef50_P74856
