# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_2	cds	1278354	1279286	+	ODDLKH_01205		5-oxoprolinase subunit C	SO:0001217, UniRef:UniRef50_P75745
contig_2	cds	1279276	1280010	+	ODDLKH_01206		5-oxoprolinase subunit A	SO:0001217, UniRef:UniRef50_A0A2T3XKP7
contig_2	cds	1280525	1281091	+	ODDLKH_01207		Tyrosine recombinase	SO:0001217, UniRef:UniRef50_A0A658Z0W2
contig_2	cds	1281665	1281886	+	ODDLKH_01208		hypothetical protein	
contig_2	cds	1281888	1282628	+	ODDLKH_01209		Transport protein	SO:0001217, UniRef:UniRef50_A0A0K0H8H2
contig_2	cds	1282914	1284065	+	ODDLKH_01210		dTDP-fucopyranose mutase	SO:0001217, UniRef:UniRef50_Q6E7F1
contig_2	cds	1284065	1284958	+	ODDLKH_01211		Glycosyltransferase	SO:0001217, UniRef:UniRef50_A0A633IUI5
contig_2	cds	1284971	1286104	+	ODDLKH_01212		Galactosyl transferase	SO:0001217, UniRef:UniRef50_R4WCH0
contig_2	cds	1286233	1287003	+	ODDLKH_01213		ABC transporter permease protein	SO:0001217, UniRef:UniRef50_Q8ZQV2
contig_2	cds	1287007	1287717	+	ODDLKH_01214		Sugar ABC transporter ATP-binding protein	SO:0001217, UniRef:UniRef50_A0A3S4ID46
contig_2	cds	1287811	1289589	+	ODDLKH_01215		Glycosyl transferase	SO:0001217, UniRef:UniRef50_A0A379QPD0
contig_2	cds	1289782	1290615	+	ODDLKH_01216		Glycosyltransferase family 2 protein	SO:0001217, UniRef:UniRef50_A0A5Y3XHJ3
contig_2	cds	1290619	1292568	+	ODDLKH_01217		Glycosyl transferase	SO:0001217, UniRef:UniRef50_A0A6C6Z4B4
contig_2	cds	1292636	1292773	+	ODDLKH_01218		hypothetical protein	
contig_2	cds	1292822	1293613	+	ODDLKH_01219		Endonuclease 8	SO:0001217, UniRef:UniRef50_P50465
contig_2	cds	1293668	1294714	-	ODDLKH_01220	abrB	Putative regulator AbrB	SO:0001217, UniRef:UniRef50_P75747
contig_2	cds	1294851	1296134	-	ODDLKH_01221		Citrate synthase	SO:0001217, UniRef:UniRef50_P0ABH7
contig_2	cds	1296235	1296480	+	ODDLKH_01222		Inner membrane protein	SO:0001217, UniRef:UniRef50_A0A2I5HJ16
contig_2	cds	1296874	1297278	+	ODDLKH_01223		Succinate dehydrogenase cytochrome b556 subunit	SO:0001217, UniRef:UniRef50_A0A075P1R8
contig_2	cds	1297272	1297619	+	ODDLKH_01224		Succinate dehydrogenase hydrophobic membrane anchor subunit	SO:0001217, UniRef:UniRef50_A0A6I4V5D2
contig_2	cds	1297619	1299385	+	ODDLKH_01225		Succinate dehydrogenase flavoprotein subunit	SO:0001217, UniRef:UniRef50_P0AC41
contig_2	cds	1299402	1300118	+	ODDLKH_01226	sdhB	succinate dehydrogenase iron-sulfur subunit SdhB	BlastRules:WP_001235254, EC:1.3.5.1, SO:0001217, UniRef:UniRef50_A0A4R1J7U1
contig_2	cds	1300642	1303443	+	ODDLKH_01227		2-oxoglutarate dehydrogenase E1 component	SO:0001217, UniRef:UniRef50_P45303
contig_2	cds	1303458	1304666	+	ODDLKH_01228		Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex	SO:0001217, UniRef:UniRef50_A0A0A5QZW2
contig_2	cds	1304808	1305974	+	ODDLKH_01229		Succinate--CoA ligase [ADP-forming] subunit beta	SO:0001217, UniRef:UniRef50_A0A655C0U4
contig_2	cds	1305974	1306843	+	ODDLKH_01230		Succinate--CoA ligase [ADP-forming] subunit alpha	SO:0001217, UniRef:UniRef50_A0A926CA91
contig_2	cds	1306872	1306997	+	ODDLKH_01231		hypothetical protein	
contig_2	cds	1308427	1309995	+	ODDLKH_01232		Cytochrome bd-II ubiquinol oxidase subunit 1	SO:0001217, UniRef:UniRef50_P26459
contig_2	cds	1310011	1311150	+	ODDLKH_01233		Cytochrome bd-I ubiquinol oxidase subunit 2	SO:0001217, UniRef:UniRef50_P0ABK2
contig_2	cds	1311165	1311278	+	ODDLKH_01234		hypothetical protein	
contig_2	cds	1311278	1311571	+	ODDLKH_01235	ybgE	Cyd operon protein YbgE	SO:0001217, UniRef:UniRef50_A8AJ60
contig_2	cds	1311800	1312204	+	ODDLKH_01236		4-hydroxybenzoyl-CoA thioesterase	SO:0001217, UniRef:UniRef50_A0A378AHC8
contig_2	cds	1312201	1312893	+	ODDLKH_01237	tolQ	Tol-Pal system protein TolQ	SO:0001217, UniRef:UniRef50_P0ABU9
contig_2	cds	1312897	1313325	+	ODDLKH_01238	tolR	Tol-Pal system protein TolR	SO:0001217, UniRef:UniRef50_D2U0F1
contig_2	cds	1313390	1314568	+	ODDLKH_01239	tolA	Cell envelope integrity protein TolA	SO:0001217, UniRef:UniRef50_A0A4Q1J6T5
contig_2	cds	1314692	1315984	+	ODDLKH_01240	tolB	Tol-Pal system protein TolB	BlastRules:WP_010989131, SO:0001217, UniRef:UniRef50_P0A855
contig_2	cds	1316019	1316543	+	ODDLKH_01241		Peptidoglycan-associated lipoprotein	SO:0001217, UniRef:UniRef50_P10324
contig_2	ncRNA-region	1316444	1316582	+			CpoB/ybgF ICR thermometer	RFAM:RF02782, SO:0002168
contig_2	cds	1316553	1317341	+	ODDLKH_01242	cpoB	Cell division coordinator CpoB	SO:0001217, UniRef:UniRef50_P45955
contig_2	tRNA	1317506	1317581	+	ODDLKH_01243	trnK	tRNA-Lys(ttt)	SO:0000265
contig_2	tRNA	1317718	1317793	+	ODDLKH_01244	trnV	tRNA-Val(tac)	SO:0000273
contig_2	tRNA	1317797	1317872	+	ODDLKH_01245	trnK	tRNA-Lys(ttt)	SO:0000265
contig_2	tRNA	1318012	1318087	+	ODDLKH_01246	trnK	tRNA-Lys(ttt)	SO:0000265
contig_2	tRNA	1318222	1318297	+	ODDLKH_01247	trnK	tRNA-Lys(ttt)	SO:0000265
contig_2	ncRNA-region	1318327	1318452	+			RtT RNA	RFAM:RF00391, SO:0005836
contig_2	cds	1318902	1319945	+	ODDLKH_01248		Quinolinate synthase	SO:0001217, UniRef:UniRef50_A0A8J7KBT6
contig_2	cds	1319970	1320689	+	ODDLKH_01249	pnuC	Nicotinamide riboside transporter PnuC	SO:0001217, UniRef:UniRef50_P24520
contig_2	cds	1320686	1321624	-	ODDLKH_01250	zitB	Zinc transporter ZitB	SO:0001217, UniRef:UniRef50_Q8ZGY6
contig_2	cds	1321735	1322121	-	ODDLKH_01251		hypothetical protein	
contig_2	cds	1322441	1323493	+	ODDLKH_01252	aroG	3-deoxy-7-phosphoheptulonate synthase AroG	BlastRules:WP_001109196, EC:2.5.1.54, SO:0001217, UniRef:UniRef50_P0AB91
contig_2	cds	1323587	1324132	-	ODDLKH_01253		Fumarate hydratase Class I anaerobic	SO:0001217, UniRef:UniRef50_Q8ZQT1
contig_2	cds	1324147	1324992	-	ODDLKH_01254		Fumarate hydratase, alpha subunit	SO:0001217, UniRef:UniRef50_Q8ZQT0
contig_2	cds	1325122	1326012	+	ODDLKH_01255	lysR	Transcriptional regulator, lysR family	SO:0001217, UniRef:UniRef50_Q8ZQS9
contig_2	cds	1326013	1326939	-	ODDLKH_01256		Quorum-sensing regulator protein D	SO:0001217, UniRef:UniRef50_A0A3S4X5U9
contig_2	cds	1327219	1328487	+	ODDLKH_01257		Citrate transporter-like domain-containing protein	SO:0001217, UniRef:UniRef50_F4XG31
contig_2	cds	1328537	1328782	+	ODDLKH_01258		putative oxaloacetate decarboxylase gamma chain	SO:0001217, UniRef:UniRef50_A0A7H4M578
contig_2	cds	1328798	1330567	+	ODDLKH_01259		Oxaloacetate decarboxylase alpha subunit	SO:0001217, UniRef:UniRef50_A0A379XLB9
contig_2	cds	1330583	1331884	+	ODDLKH_01260		Oxaloacetate decarboxylase beta chain	SO:0001217, UniRef:UniRef50_P13156
contig_2	cds	1332003	1332701	+	ODDLKH_01261		2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase	SO:0001217, UniRef:UniRef50_A0A6P1Q6R1
contig_2	cds	1333081	1334160	+	ODDLKH_01262		Iron-siderophore ABC transporter permease	SO:0001217, UniRef:UniRef50_A0A0F6TZF5
contig_2	cds	1334160	1334936	+	ODDLKH_01263		Putative ABC-type cobalamin/Fe3+-siderophores transport system, ATPase component	SO:0001217, UniRef:UniRef50_G5PZY8
contig_2	cds	1335027	1335779	-	ODDLKH_01264		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	SO:0001217, UniRef:UniRef50_Q492W5
contig_2	cds	1336003	1337043	-	ODDLKH_01265		Aldose 1-epimerase	SO:0001217, UniRef:UniRef50_A0A378BK48
contig_2	cds	1337037	1338185	-	ODDLKH_01266		Galactokinase	SO:0001217, UniRef:UniRef50_Q8ZGY3
contig_2	cds	1338188	1339234	-	ODDLKH_01267		Galactose-1-phosphate uridylyltransferase	SO:0001217, UniRef:UniRef50_A0A7S4H153
contig_2	cds	1339245	1340261	-	ODDLKH_01268		UDP-glucose 4-epimerase	SO:0001217, UniRef:UniRef50_A0A7X4VZT0
contig_2	cds	1340484	1341392	-	ODDLKH_01269		hypothetical protein	
contig_2	cds	1341563	1343038	-	ODDLKH_01270	modF	ABC transporter ATP-binding protein ModF	SO:0001217, UniRef:UniRef50_P31060
contig_2	cds	1343106	1343894	-	ODDLKH_01271	modE	DNA-binding transcriptional regulator ModE	SO:0001217, UniRef:UniRef50_A0A0T9KF16
contig_2	cds	1344023	1344172	+	ODDLKH_01272	acrZ	Multidrug efflux pump accessory protein AcrZ	SO:0001217, UniRef:UniRef50_A0A2D0IY22
contig_2	cds	1344340	1345113	+	ODDLKH_01273		Periplasmic substrate-binding component of an ABC superfamily molybdenum transporter	SO:0001217, UniRef:UniRef50_A0A198FIJ0
contig_2	cds	1345113	1345802	+	ODDLKH_01274	modB	Molybdenum transport system permease protein ModB	SO:0001217, UniRef:UniRef50_P45322
contig_2	cds	1345805	1346863	+	ODDLKH_01275	modC	Molybdenum import ATP-binding protein ModC	SO:0001217, UniRef:UniRef50_P09833
contig_2	cds	1346864	1347682	-	ODDLKH_01276		Phosphotransferase	SO:0001217, UniRef:UniRef50_A0A0E1NKL1
contig_2	cds	1347846	1348841	+	ODDLKH_01277		6-phosphogluconolactonase	SO:0001217, UniRef:UniRef50_Q7N6R1
contig_2	cds	1348985	1350268	-	ODDLKH_01278	ybhC	Putative acyl-CoA thioester hydrolase YbhC	SO:0001217, UniRef:UniRef50_P46130
contig_2	cds	1350560	1351729	+	ODDLKH_01279		Imidazolonepropionase	SO:0001217, UniRef:UniRef50_Q57RH0
contig_2	cds	1351726	1352667	+	ODDLKH_01280		Formimidoylglutamase	SO:0001217, UniRef:UniRef50_P19452
contig_2	cds	1352712	1353437	+	ODDLKH_01281		Histidine utilization repressor	SO:0001217, UniRef:UniRef50_A0A068QUM4
contig_2	cds	1353634	1355319	+	ODDLKH_01282		Urocanate hydratase	SO:0001217, UniRef:UniRef50_Q5L084
contig_2	cds	1355321	1356841	+	ODDLKH_01283		Histidine ammonia-lyase	SO:0001217, UniRef:UniRef50_Q8XW29
contig_2	cds	1356926	1357402	-	ODDLKH_01284		Phospholipid-binding protein, PBP family	SO:0001217, UniRef:UniRef50_A0A1I4UFG9
contig_2	cds	1357460	1358749	-	ODDLKH_01285		Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	SO:0001217, UniRef:UniRef50_A0A378BJY8
contig_2	cds	1358836	1359876	+	ODDLKH_01286		Biotin synthase	SO:0001217, UniRef:UniRef50_Q6FAP9
contig_2	cds	1359873	1361030	+	ODDLKH_01287		8-amino-7-oxononanoate synthase	SO:0001217, UniRef:UniRef50_Q8ZQQ7
contig_2	cds	1361014	1361769	+	ODDLKH_01288		Malonyl-[acyl-carrier protein] O-methyltransferase	SO:0001217, UniRef:UniRef50_A0A348DHH1
contig_2	cds	1361762	1362448	+	ODDLKH_01289	bioD	ATP-dependent dethiobiotin synthetase BioD 1	SO:0001217, UniRef:UniRef50_P13000
contig_2	cds	1363099	1365120	+	ODDLKH_01290		UvrABC system protein B	SO:0001217, UniRef:UniRef50_A3N031
contig_2	cds	1365610	1367877	+	ODDLKH_01291	slrP	SPI-1 type III secretion system effector E3 ubiquitin transferase SlrP	BlastRules:WP_000481997, BlastRules:WP_000482001, SO:0001217, UniRef:UniRef50_Q8ZQQ2
contig_2	cds	1367969	1368877	-	ODDLKH_01292		Putative gluconeogenesis factor	SO:0001217, UniRef:UniRef50_P75767
contig_2	ncRNA-region	1369142	1369286	+			Molybdenum/Tungsten riboswitch aptamer (Moco RNA motif)	RFAM:RF01055, SO:0000035
contig_2	cds	1369241	1370263	+	ODDLKH_01293		GTP 3',8-cyclase	SO:0001217, UniRef:UniRef50_A3N054
contig_2	cds	1370285	1370797	+	ODDLKH_01294		Molybdenum cofactor biosynthesis protein B	SO:0001217, UniRef:UniRef50_Q6D3C8
contig_2	cds	1370842	1371285	+	ODDLKH_01295		Cyclic pyranopterin monophosphate synthase	SO:0001217, UniRef:UniRef50_F5Z490
contig_2	cds	1371278	1371523	+	ODDLKH_01296		Molybdopterin synthase sulfur carrier subunit	SO:0001217, UniRef:UniRef50_P30748
contig_2	cds	1371525	1371977	+	ODDLKH_01297		Molybdopterin synthase catalytic subunit	SO:0001217, UniRef:UniRef50_A0AAD1D895
contig_2	cds	1372025	1372729	+	ODDLKH_01298		Integral membrane protein	SO:0001217, UniRef:UniRef50_A0A377Z9F2
contig_2	cds	1372930	1373583	+	ODDLKH_01299		Integral membrane protein	SO:0001217, UniRef:UniRef50_V1GQA5
contig_2	cds	1373613	1374215	+	ODDLKH_01300		Inner membrane protein	SO:0001217, UniRef:UniRef50_A0A3V4IJK4
contig_2	cds	1374223	1374783	+	ODDLKH_01301		Inner membrane protein	SO:0001217, UniRef:UniRef50_A0A3U9T6G8
contig_2	cds	1374786	1375748	-	ODDLKH_01302	ybhN	Inner membrane protein YbhN	SO:0001217, UniRef:UniRef50_P75770
contig_2	cds	1375748	1376989	-	ODDLKH_01303		Cardiolipin synthase B	SO:0001217, UniRef:UniRef50_A0A0U5L0N4
contig_2	cds	1376986	1377744	-	ODDLKH_01304		Putative DNase	SO:0001217, UniRef:UniRef50_A0A6N3R1A7
contig_2	cds	1377877	1378287	+	ODDLKH_01305	ybhQ	Inner membrane protein ybhQ	SO:0001217, UniRef:UniRef50_A8AIZ5
contig_2	cds	1378249	1379355	-	ODDLKH_01306		Transport permease protein	SO:0001217, UniRef:UniRef50_Q7N6N9
contig_2	cds	1379471	1380601	-	ODDLKH_01307	ybhS	ABC transport system, permease component YbhS	SO:0001217, UniRef:UniRef50_A0A0T9UBZ6
contig_2	cds	1380594	1382330	-	ODDLKH_01308	ybhF	putative multidrug ABC transporter ATP-binding protein YbhF	SO:0001217, UniRef:UniRef50_P0A9U1
contig_2	cds	1382323	1383318	-	ODDLKH_01309	ybhG	UPF0194 membrane protein YbhG	SO:0001217, UniRef:UniRef50_P75777
contig_2	cds	1383318	1383992	-	ODDLKH_01310	cecR	HTH-type transcriptional dual regulator CecR	SO:0001217, UniRef:UniRef50_P0ACU0
contig_2	cds	1384222	1385583	+	ODDLKH_01311	rhlE	ATP-dependent RNA helicase RhlE	SO:0001217, UniRef:UniRef50_U3TUK0
contig_2	cds	1385791	1387935	+	ODDLKH_01312	dinG	ATP-dependent DNA helicase DinG	SO:0001217, UniRef:UniRef50_P27296
contig_2	cds	1387965	1388939	+	ODDLKH_01313	ybiB	Uncharacterized protein YbiB	SO:0001217, UniRef:UniRef50_P30177
contig_2	cds	1389095	1389355	-	ODDLKH_01314		YdgH/BhsA/McbA-like domain-containing protein	SO:0001217, UniRef:UniRef50_A0AAP5RQZ8
contig_2	cds	1389640	1389906	-	ODDLKH_01315		Zinc finger DksA/TraR C4-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0F6RE87
contig_2	cds	1390111	1391037	+	ODDLKH_01316		Ribosomal RNA large subunit methyltransferase F	SO:0001217, UniRef:UniRef50_P75782
contig_2	cds	1391034	1393256	-	ODDLKH_01317	ybiO	Moderate conductance mechanosensitive channel YbiO	SO:0001217, UniRef:UniRef50_P75783
contig_2	cds	1393375	1394097	-	ODDLKH_01318		Glutamate transport ATP-binding protein	SO:0001217, UniRef:UniRef50_A0A085GK57
contig_2	cds	1394094	1394753	-	ODDLKH_01319	glnP	Glutamine ABC transporter permease GlnP	SO:0001217, UniRef:UniRef50_A0AAE9R8E0
contig_2	cds	1394899	1395645	-	ODDLKH_01320	glnH3	GlnH3	SO:0001217, UniRef:UniRef50_C0QEQ2
contig_2	cds	1396122	1396625	-	ODDLKH_01321		DNA protection during starvation protein	SO:0001217, UniRef:UniRef50_Q7CQV9
contig_2	cds	1396928	1397815	-	ODDLKH_01322	rhtA	Threonine/homoserine exporter RhtA	SO:0001217, UniRef:UniRef50_A0A6C8H732
contig_2	cds	1398169	1398684	+	ODDLKH_01323		Outer membrane protein X	SO:0001217, UniRef:UniRef50_P0A917
contig_2	cds	1398747	1400327	-	ODDLKH_01324		Phosphoethanolamine transferase	SO:0001217, UniRef:UniRef50_A0A4U9I472
contig_2	cds	1400592	1400720	-	ODDLKH_01325	mntS	Small protein MntS	SO:0001217, UniRef:UniRef50_P0DKB3
contig_2	cds	1400906	1401379	+	ODDLKH_01326	mntR	Transcriptional regulator MntR	SO:0001217, UniRef:UniRef50_P0A9F1
contig_2	cds	1401376	1402488	+	ODDLKH_01327	ybiR	Inner membrane protein YbiR	SO:0001217, UniRef:UniRef50_P75788
contig_2	cds	1402532	1403452	-	ODDLKH_01328	ybiS	putative L,D-transpeptidase YbiS	SO:0001217, UniRef:UniRef50_P0AAX8
contig_2	cds	1403671	1405263	+	ODDLKH_01329		ABC transporter domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3M4PYG5
contig_2	cds	1405719	1406615	+	ODDLKH_01330		DUF4261 domain-containing protein	SO:0001217, UniRef:UniRef50_F7T0B3
contig_2	cds	1406737	1407186	-	ODDLKH_01331		hypothetical protein	PFAM:PF08282.18
contig_2	cds	1407568	1408833	-	ODDLKH_01332	ybiU	Uncharacterized protein YbiU	SO:0001217, UniRef:UniRef50_P75791
contig_2	cds	1409095	1409904	+	ODDLKH_01333	ybiV	Sugar phosphatase YbiV	SO:0001217, UniRef:UniRef50_P75792
contig_2	cds	1409982	1412414	-	ODDLKH_01334	ybiW	putative dehydratase YbiW	SO:0001217, UniRef:UniRef50_P75793
contig_2	cds	1412420	1413319	-	ODDLKH_01335		Putative pyruvate formate-lyase 3-activating enzyme	SO:0001217, UniRef:UniRef50_A0A376TK58
contig_2	cds	1413597	1414346	-	ODDLKH_01336	moeB	Molybdopterin synthase sulfurylase MoeB	SO:0001217, UniRef:UniRef50_A0A3S4Y137
contig_2	cds	1414346	1415581	-	ODDLKH_01337	moeA	molybdopterin molybdotransferase MoeA	BlastRules:WP_014343820, EC:2.10.1.1, SO:0001217, UniRef:UniRef50_U4KCU5
contig_2	cds	1415784	1416725	+	ODDLKH_01338		Isoaspartyl peptidase	SO:0001217, UniRef:UniRef50_P37595
contig_2	cds	1416736	1418607	+	ODDLKH_01339	gsiA	Glutathione import ATP-binding protein GsiA	SO:0001217, UniRef:UniRef50_P75796
contig_2	cds	1418640	1420178	+	ODDLKH_01340	gsiB	Glutathione-binding protein GsiB	SO:0001217, UniRef:UniRef50_P75797
contig_2	cds	1420239	1421159	+	ODDLKH_01341	gsiC	Glutathione transport system permease protein GsiC	SO:0001217, UniRef:UniRef50_P75798
contig_2	cds	1421162	1422073	+	ODDLKH_01342	gsiD	Glutathione transport system permease protein GsiD	SO:0001217, UniRef:UniRef50_A0A377TP34
contig_2	cds	1422164	1423489	-	ODDLKH_01343	rimO	Ribosomal protein uS12 methylthiotransferase RimO	SO:0001217, UniRef:UniRef50_P0AEI4
contig_2	cds	1423720	1424103	+	ODDLKH_01344	bssR	Biofilm regulator BssR	SO:0001217, UniRef:UniRef50_P0AAY1
contig_2	cds	1424816	1425331	+	ODDLKH_01345	stm0854	STM0854 family CoA ester lyase	NCBIProtein:AAL19790.1, SO:0001217, UniRef:UniRef50_Q8ZQM0
contig_2	cds	1425354	1426103	+	ODDLKH_01346		Electron transfer flavoprotein subunit beta	SO:0001217, UniRef:UniRef50_I3TGS4
contig_2	cds	1426114	1427061	+	ODDLKH_01347		Electron transfer flavoprotein alpha/beta-subunit N-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A9MMV7
contig_2	cds	1427094	1427291	+	ODDLKH_01348		Acyl-CoA dehydrogenase	SO:0001217, UniRef:UniRef50_A0A455RVA1
contig_2	cds	1427355	1428518	+	ODDLKH_01349		Acyl-CoA dehydrogenase	SO:0001217, UniRef:UniRef50_A0A1B3NJL7
contig_2	cds	1428543	1428734	+	ODDLKH_01350		hypothetical protein	SO:0001217, UniRef:UniRef50_A9MMV4
contig_2	cds	1428967	1430652	+	ODDLKH_01351		Electron transfer flavoprotein-ubiquinone oxidoreductase	SO:0001217, UniRef:UniRef50_E3HTG8
contig_2	cds	1430658	1431548	-	ODDLKH_01352	stm0859	STM0859 family transcriptional regulator	NCBIProtein:ECV7907541.1, SO:0001217, UniRef:UniRef50_A9MMV2
contig_2	cds	1431813	1432238	-	ODDLKH_01353	gntP	GntP family permease	SO:0001217, UniRef:UniRef50_A0A656IJA6
contig_2	cds	1432585	1433082	+	ODDLKH_01354	yliI	Soluble aldose sugar dehydrogenase yliI	SO:0001217, UniRef:UniRef50_A0A447MV83
contig_2	cds	1433103	1433276	+	ODDLKH_01355		hypothetical protein	PFAM:PF07995.17
contig_2	cds	1433273	1433899	-	ODDLKH_01356		Glutathione S-transferase	SO:0001217, UniRef:UniRef50_A0A0M7GX35
contig_2	cds	1434275	1435345	+	ODDLKH_01357		serine-type D-Ala-D-Ala carboxypeptidase	SO:0001217, UniRef:UniRef50_A0A454CT89
contig_2	cds	1435391	1436149	-	ODDLKH_01358		Deoxyribose operon repressor	SO:0001217, UniRef:UniRef50_A0A377ZBL2
contig_2	cds	1436221	1436895	-	ODDLKH_01359		undecaprenyl-diphosphate phosphatase	SO:0001217, UniRef:UniRef50_A0A1S1HX87
contig_2	cds	1437142	1438374	+	ODDLKH_01360	mdfA	Multidrug transporter MdfA	SO:0001217, UniRef:UniRef50_A0A1B3EZB9
contig_2	cds	1438428	1439243	-	ODDLKH_01361	ybjI	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI	SO:0001217, UniRef:UniRef50_P75809
contig_2	cds	1439240	1440451	-	ODDLKH_01362	ybjJ	Inner membrane protein YbjJ	SO:0001217, UniRef:UniRef50_P75810
contig_2	cds	1440619	1441239	+	ODDLKH_01363	rcdA	HTH-type transcriptional regulator RcdA	SO:0001217, UniRef:UniRef50_P75811
contig_2	ncRNA	1441198	1441276	-	ODDLKH_01364	rybB	RybB RNA	RFAM:RF00110, SO:0000655
contig_2	cds	1441356	1443041	-	ODDLKH_01365	ybjL	Putative transport protein YbjL	SO:0001217, UniRef:UniRef50_P60869
contig_2	cds	1443312	1443689	+	ODDLKH_01366	ybjM	Inner membrane protein YbjM	SO:0001217, UniRef:UniRef50_P64439
contig_2	cds	1443721	1443984	-	ODDLKH_01367		Glutaredoxin domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0U5L3Y1
contig_2	cds	1444154	1444444	+	ODDLKH_01368		DUF1418 domain-containing protein	SO:0001217, UniRef:UniRef50_L0M4U6
contig_2	cds	1444428	1445150	+	ODDLKH_01369	nfsA	nitroreductase NfsA	BlastRules:WP_000189159, BlastRules:WP_012068493, EC:1.5.1.38, SO:0001217, UniRef:UniRef50_Q9Z5Z2
contig_2	cds	1445208	1446110	+	ODDLKH_01370		Ribosomal protein bS6--L-glutamate ligase	SO:0001217, UniRef:UniRef50_A0A379WXG9
contig_2	cds	1446207	1446683	+	ODDLKH_01371	ybjN	Uncharacterized protein YbjN	SO:0001217, UniRef:UniRef50_P0AAY6
contig_2	cds	1447029	1448144	+	ODDLKH_01372		Putrescine-binding periplasmic protein	SO:0001217, UniRef:UniRef50_F2JWZ2
contig_2	cds	1448232	1449365	+	ODDLKH_01373	potG	Putrescine transport ATP-binding protein PotG	SO:0001217, UniRef:UniRef50_P31134
contig_2	cds	1449375	1450328	+	ODDLKH_01374	potH	Putrescine transport system permease protein PotH	SO:0001217, UniRef:UniRef50_P31135
contig_2	cds	1450325	1451170	+	ODDLKH_01375		Putrescine ABC transporter membrane protein	SO:0001217, UniRef:UniRef50_A0A0A8VHL7
contig_2	cds	1451316	1451717	+	ODDLKH_01376		Putative membrane protein	SO:0001217, UniRef:UniRef50_A0A379SGI0
contig_2	cds	1451760	1452887	+	ODDLKH_01377	rlmC	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC	SO:0001217, UniRef:UniRef50_P75817
contig_2	cds	1453182	1454525	+	ODDLKH_01378		Ascorbate-specific PTS system EIIC component	SO:0001217, UniRef:UniRef50_A0A447R753
contig_2	cds	1454555	1454875	+	ODDLKH_01379		Phosphotransferase enzyme II, B component	SO:0001217, UniRef:UniRef50_D2TR57
contig_2	cds	1454885	1456372	+	ODDLKH_01380		Sulfatase N-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0G4KAP6
contig_2	cds	1456591	1457322	-	ODDLKH_01381	artJ	ABC transporter substrate-binding protein ArtJ	BlastRules:WP_001295339, SO:0001217, UniRef:UniRef50_A0A264VXK4
contig_2	cds	1457559	1458227	-	ODDLKH_01382	artM	Arginine ABC transporter permease protein ArtM	SO:0001217, UniRef:UniRef50_P0AE30
contig_2	cds	1458227	1458943	-	ODDLKH_01383		Arginine ABC transporter permease component	SO:0001217, UniRef:UniRef50_Q2NU06
contig_2	cds	1458950	1459681	-	ODDLKH_01384		Putative ABC transporter arginine-binding protein 2	SO:0001217, UniRef:UniRef50_P30859
contig_2	cds	1459699	1460427	-	ODDLKH_01385	artP	Arginine transport ATP-binding protein ArtP	SO:0001217, UniRef:UniRef50_A0AA41XYP2
contig_2	cds	1460657	1461172	-	ODDLKH_01386		hypothetical protein	PFAM:PF12883.13
contig_2	cds	1461300	1461623	+	ODDLKH_01387		UPF0145 protein Dda3937_02372	SO:0001217, UniRef:UniRef50_E0SMW0
contig_2	cds	1461620	1462450	+	ODDLKH_01388		N-acetylmuramoyl-L-alanine amidase	SO:0001217, UniRef:UniRef50_E0SMW1
contig_2	cds	1462447	1463460	-	ODDLKH_01389		3-beta-hydroxysteroid dehydrogenase	SO:0001217, UniRef:UniRef50_P0DX23
contig_2	cds	1463556	1464989	-	ODDLKH_01390		NAD(P)-binding domain-containing protein	SO:0001217, UniRef:UniRef50_Q1RE56
contig_2	cds	1465000	1466001	-	ODDLKH_01391		Low specificity L-threonine aldolase	SO:0001217, UniRef:UniRef50_P75823
contig_2	cds	1466040	1467758	-	ODDLKH_01392		Pyruvate dehydrogenase [ubiquinone]	SO:0001217, UniRef:UniRef50_A0A1T4Z4C8
contig_2	cds	1467916	1468884	-	ODDLKH_01393		Hybrid-cluster NAD(P)-dependent oxidoreductase	SO:0001217, UniRef:UniRef50_A0A264VUZ4
contig_2	cds	1468896	1470548	-	ODDLKH_01394		Hydroxylamine reductase	SO:0001217, UniRef:UniRef50_P75825
contig_2	cds	1470692	1471591	-	ODDLKH_01395	lysO	Lysine exporter LysO family protein	SO:0001217, UniRef:UniRef50_A0A443VF55
contig_2	cds	1471793	1473451	+	ODDLKH_01396	ybjD	Uncharacterized protein YbjD	SO:0001217, UniRef:UniRef50_P75828
