# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_4	cds	386932	388293	-	ONMMKP_00423		MFS transporter	SO:0001217, UniRef:UniRef50_A0A2Z5A6V8
contig_4	cds	388377	389144	-	ONMMKP_00424		Gluconate 5-dehydrogenase	SO:0001217, UniRef:UniRef50_W0PII1
contig_4	cds	389483	390736	+	ONMMKP_00425		D-galactonate dehydratase family member Dd703_0947	SO:0001217, UniRef:UniRef50_C6CBG9
contig_4	cds	390877	391314	-	ONMMKP_00426		Aminoglycoside N(6')-acetyltransferase type 1	SO:0001217, UniRef:UniRef50_Q9R381
contig_4	cds	391314	392105	-	ONMMKP_00427		Putative sgc region transcriptional regulator	SO:0001217, UniRef:UniRef50_P39361
contig_4	cds	392121	392753	-	ONMMKP_00428	sgcE	Protein SgcE	SO:0001217, UniRef:UniRef50_P39362
contig_4	cds	392765	393202	-	ONMMKP_00429	sgcA	Putative phosphotransferase IIA component SgcA	SO:0001217, UniRef:UniRef50_P39363
contig_4	cds	393334	394140	-	ONMMKP_00430	sgcQ	BtpA family protein SgcQ	BlastRules:WP_000118626, SO:0001217, UniRef:UniRef50_P39364
contig_4	cds	394154	395467	-	ONMMKP_00431		Putative permease IIC component	SO:0001217, UniRef:UniRef50_P39365
contig_4	cds	395478	395759	-	ONMMKP_00432	sgcB	Putative phosphotransferase enzyme IIB component SgcB	SO:0001217, UniRef:UniRef50_P58035
contig_4	cds	395756	396874	-	ONMMKP_00433	sgcX	Putative aminopeptidase SgcX	SO:0001217, UniRef:UniRef50_P39366
contig_4	cds	397091	397630	+	ONMMKP_00434		Ribosomal-protein-serine acetyltransferase	SO:0001217, UniRef:UniRef50_P13857
contig_4	cds	397627	398607	-	ONMMKP_00435	ydcK	Uncharacterized acetyltransferase YdcK	SO:0001217, UniRef:UniRef50_P76100
contig_4	cds	398714	399727	+	ONMMKP_00436	tehA	Tellurite resistance protein TehA	SO:0001217, UniRef:UniRef50_P25396
contig_4	cds	399714	400310	+	ONMMKP_00437		Tellurite methyltransferase	SO:0001217, UniRef:UniRef50_A0A370V5S7
contig_4	cds	400466	401134	+	ONMMKP_00438	ydcL	Uncharacterized lipoprotein YdcL	SO:0001217, UniRef:UniRef50_P64451
contig_4	cds	401188	402366	-	ONMMKP_00439		Benzoate transporter	SO:0001217, UniRef:UniRef50_A0A1X1D7S9
contig_4	cds	402458	402994	+	ONMMKP_00440		HTH cro/C1-type domain-containing protein	SO:0001217, UniRef:UniRef50_N9PU25
contig_4	cds	403073	405037	+	ONMMKP_00441	ydcP	Uncharacterized protease ydcP	SO:0001217, UniRef:UniRef50_C9Y603
contig_4	cds	405038	405268	-	ONMMKP_00442	yncJ	Uncharacterized protein YncJ	SO:0001217, UniRef:UniRef50_P64459
contig_4	cds	405542	406162	-	ONMMKP_00443		hypothetical protein	
contig_4	cds	406159	406332	-	ONMMKP_00444		hypothetical protein	
contig_4	cds	407029	407427	+	ONMMKP_00445		D-alanyl-D-alanine dipeptidase	SO:0001217, UniRef:UniRef50_A9MQY0
contig_4	cds	407950	408720	+	ONMMKP_00446		D-alanyl-D-alanine dipeptidase	SO:0001217, UniRef:UniRef50_A0A4U9HGL2
contig_4	cds	408856	410280	+	ONMMKP_00447	ydcR	Uncharacterized HTH-type transcriptional regulator YdcR	SO:0001217, UniRef:UniRef50_P77730
contig_4	cds	410416	411840	+	ONMMKP_00448		Gamma-aminobutyraldehyde dehydrogenase 2	SO:0001217, UniRef:UniRef50_A0A1W6KWW8
contig_4	cds	412239	412412	+	ONMMKP_00449	ghoT	Toxin GhoT	SO:0001217, UniRef:UniRef50_P64646
contig_4	cds	412457	414601	-	ONMMKP_00450	srfC	Virulence effector SrfC	SO:0001217, UniRef:UniRef50_A8AGK3
contig_4	cds	414598	417579	-	ONMMKP_00451	srfB	Virulence factor SrfB	SO:0001217, UniRef:UniRef50_F4MZ40
contig_4	cds	417584	418909	-	ONMMKP_00452		SsrAB-activated protein	SO:0001217, UniRef:UniRef50_H5V7A0
contig_4	cds	419133	419366	+	ONMMKP_00453		DUF2526 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A089PTN8
contig_4	cds	419371	419820	-	ONMMKP_00454	ydcZ	Inner membrane protein YdcZ	SO:0001217, UniRef:UniRef50_P76111
contig_4	cds	419820	420335	-	ONMMKP_00455	mddA	L-methionine sulfoximine/L-methionine sulfone acetyltransferase	BlastRules:WP_000155373, SO:0001217, UniRef:UniRef50_A8AGL0
contig_4	cds	420547	421584	+	ONMMKP_00456		NADPH-dependent curcumin reductase	SO:0001217, UniRef:UniRef50_A0A0U5LM18
contig_4	cds	421918	422583	+	ONMMKP_00457	mcbR	colanic acid/biofilm transcriptional regulator McbR	BlastRules:WP_001119592, BlastRules:WP_001300742, SO:0001217, UniRef:UniRef50_P76114
contig_4	cds	422639	424804	-	ONMMKP_00458		Pyrroloquinoline quinone transporter	SO:0001217, UniRef:UniRef50_P76115
contig_4	cds	425023	426084	+	ONMMKP_00459	yncE	Uncharacterized protein YncE	SO:0001217, UniRef:UniRef50_P76116
contig_4	cds	426262	426450	+	ONMMKP_00460		hypothetical protein	
contig_4	cds	426527	428020	-	ONMMKP_00461		Amino acid permease/ SLC12A domain-containing protein	SO:0001217, UniRef:UniRef50_A0A258DYN8
contig_4	cds	428533	429165	+	ONMMKP_00462	steA	Secreted effector protein SteA	SO:0001217, UniRef:UniRef50_Q8ZPD7
contig_4	cds	429449	430294	+	ONMMKP_00463		N-hydroxyarylamine O-acetyltransferase	SO:0001217, UniRef:UniRef50_A0A2S6EFY5
contig_4	cds	430330	431223	-	ONMMKP_00464	yddE	Uncharacterized isomerase YddE	SO:0001217, UniRef:UniRef50_P37757
contig_4	cds	431329	432009	-	ONMMKP_00465		Respiratory nitrate reductase 2 gamma chain	SO:0001217, UniRef:UniRef50_A0A2X1KL19
contig_4	cds	432006	432701	-	ONMMKP_00466	narW	putative nitrate reductase molybdenum cofactor assembly chaperone NarW	SO:0001217, UniRef:UniRef50_P19317
contig_4	cds	432701	434245	-	ONMMKP_00467		Nitrate reductase subunit beta	SO:0001217, UniRef:UniRef50_A0A7C6CEJ9
contig_4	cds	434242	437982	-	ONMMKP_00468		Respiratory nitrate reductase 2 alpha chain	SO:0001217, UniRef:UniRef50_P19319
contig_4	cds	438074	439462	-	ONMMKP_00469		Nitrate/nitrite transporter	SO:0001217, UniRef:UniRef50_A0A379W7S3
contig_4	cds	439676	440254	-	ONMMKP_00470		HTH tetR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0J1LXI3
contig_4	cds	440372	441859	+	ONMMKP_00471	smvA	methyl viologen efflux MFS transporter SmvA	BlastRules:WP_114508864, SO:0001217, UniRef:UniRef50_A0A378B4C8
contig_4	cds	441884	442324	-	ONMMKP_00472		CENP-V/GFA domain-containing protein	SO:0001217, UniRef:UniRef50_D2TJB5
contig_4	cds	442408	443496	-	ONMMKP_00473	ompD	porin OmpD	BlastRules:WP_000769035, SO:0001217, UniRef:UniRef50_A0A0U1I8B8
contig_4	cds	444020	444901	-	ONMMKP_00474	yddG	aromatic amino acid efflux DMT transporter YddG	BlastRules:WP_000198205, BlastRules:WP_000203799, SO:0001217, UniRef:UniRef50_A0A144US86
contig_4	cds	445179	448226	+	ONMMKP_00475	fdnG	Nitrate-inducible formate dehydrogenase molybdopterin-binding subunit FdnG	SO:0001217, UniRef:UniRef50_Q8EKJ1
contig_4	ncRNA-region	445761	445819	+			Selenocysteine insertion sequence 3	RFAM:RF01989, SO:1001268
contig_4	cds	448240	449124	+	ONMMKP_00476		Formate dehydrogenase iron-sulfur subunit	SO:0001217, UniRef:UniRef50_A0A1B8I1P2
contig_4	cds	449117	449773	+	ONMMKP_00477		Formate dehydrogenase, nitrate-inducible, cytochrome b556(Fdn) subunit	SO:0001217, UniRef:UniRef50_P0AEK7
contig_4	cds	449864	450874	-	ONMMKP_00478		Alcohol dehydrogenase	SO:0001217, UniRef:UniRef50_A0A2A7GVY2
contig_4	cds	451160	452857	-	ONMMKP_00479		NAD-dependent malic enzyme	SO:0001217, UniRef:UniRef50_Q9KSR8
contig_4	cds	453034	453177	-	ONMMKP_00480		Stationary-phase-induced ribosome-associated protein	SO:0001217, UniRef:UniRef50_A0A7H9FTJ5
contig_4	cds	453272	453487	-	ONMMKP_00481		Protein Bdm (Biofilm-dependent modulation protein)	SO:0001217, UniRef:UniRef50_D2TJA4
contig_4	cds	454000	454431	+	ONMMKP_00482	osmC	Peroxiredoxin osmC	SO:0001217, UniRef:UniRef50_M7MWX6
contig_4	cds	454781	455110	+	ONMMKP_00483	hdeB	Acid stress chaperone HdeB	SO:0001217, UniRef:UniRef50_M1K5C8
contig_4	cds	455253	456038	+	ONMMKP_00484		DUF1264 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2S7A8B3
contig_4	cds	456167	457951	+	ONMMKP_00485		Malto-oligosyltrehalose trehalohydrolase	SO:0001217, UniRef:UniRef50_D4GDN2
contig_4	cds	457948	460476	+	ONMMKP_00486		(1->4)-alpha-D-glucan 1-alpha-D-glucosylmutase	SO:0001217, UniRef:UniRef50_A0A9X5JQY2
contig_4	cds	460533	462608	+	ONMMKP_00487		Glycogen debranching enzyme	SO:0001217, UniRef:UniRef50_A0A1E3GZG4
contig_4	cds	462722	463924	-	ONMMKP_00488		cysteine-S-conjugate beta-lyase	SO:0001217, UniRef:UniRef50_A0A1B7HP24
contig_4	cds	463937	465388	-	ONMMKP_00489		Uncharacterized Na(+)/H(+) antiporter HI_1107	SO:0001217, UniRef:UniRef50_Q57007
contig_4	cds	465532	466512	-	ONMMKP_00490		Transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A2X4TC31
contig_4	cds	466800	468263	+	ONMMKP_00491		Coiled-coil protein	SO:0001217, UniRef:UniRef50_Q8Z720
contig_4	cds	468587	469735	+	ONMMKP_00492		SIR2-like domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2J5Q3R9
contig_4	ncRNA	469801	469926	+	ONMMKP_00493	STnc490	STnc490 Hfq binding RNA	RFAM:RF01405, SO:0000655
contig_4	cds	470022	470240	-	ONMMKP_00494		hypothetical protein	PFAM:PF03060.21
contig_4	cds	471042	471425	+	ONMMKP_00495		hypothetical protein	PFAM:PF13384.12, PFAM:PF13518.12, PFAM:PF13551.12
contig_4	cds	471833	472762	-	ONMMKP_00496		Cytoplasmic protein	SO:0001217, UniRef:UniRef50_A0A6C8G725
contig_4	cds	473021	473353	-	ONMMKP_00497		Acyl carrier protein	SO:0001217, UniRef:UniRef50_E6W7H8
contig_4	cds	473710	473958	+	ONMMKP_00498		Antitoxin	SO:0001217, UniRef:UniRef50_A0A159Z7M2
contig_4	cds	473948	474232	+	ONMMKP_00499	relE	mRNA interferase RelE	SO:0001217, UniRef:UniRef50_A0A1Y6J3Q9
contig_4	cds	474292	474480	+	ONMMKP_00500		hypothetical protein	PFAM:PF01042.26
contig_4	cds	474532	475611	-	ONMMKP_00501		Isomerase	SO:0001217, UniRef:UniRef50_A0A655DAV7
contig_4	cds	475804	476292	-	ONMMKP_00502		HTH marR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7X5X9A8
contig_4	cds	476337	477845	+	ONMMKP_00503		Alkyl hydroperoxide reductase subunit F	SO:0001217, UniRef:UniRef50_A0A7X0FKS6
contig_4	cds	477835	479076	+	ONMMKP_00504		Multidrug transporter	SO:0001217, UniRef:UniRef50_A0A0M3B4B1
contig_4	cds	479146	480702	+	ONMMKP_00505		PhoPQ-regulated protein	SO:0001217, UniRef:UniRef50_V7IMV5
contig_4	cds	480879	482165	+	ONMMKP_00506		MFS transporter	SO:0001217, UniRef:UniRef50_A0A2I0FR78
contig_4	cds	482140	483165	+	ONMMKP_00507		Uncharacterized zinc-type alcohol dehydrogenase-like protein HI_0053	SO:0001217, UniRef:UniRef50_Q57517
contig_4	cds	483224	483895	-	ONMMKP_00508	fadR	FadR family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A2J4IPY4
contig_4	cds	484061	485149	-	ONMMKP_00509		Choloylglycine hydrolase	SO:0001217, UniRef:UniRef50_A0A0U1HXN3
contig_4	cds	485580	486683	+	ONMMKP_00510		hydrogenase (acceptor)	SO:0001217, UniRef:UniRef50_G5SAZ2
contig_4	cds	486686	488488	+	ONMMKP_00511		Uptake hydrogenase large subunit	SO:0001217, UniRef:UniRef50_A0A711MED0
contig_4	cds	488508	489182	+	ONMMKP_00512		Cytochrome b561 bacterial/Ni-hydrogenase domain-containing protein	SO:0001217, UniRef:UniRef50_V4PB41
contig_4	cds	489188	489796	+	ONMMKP_00513		HyaD/HybD family hydrogenase maturation endopeptidase	SO:0001217, UniRef:UniRef50_A0A2I5HH33
contig_4	cds	489796	490095	+	ONMMKP_00514		HypC/HybG/HupF family hydrogenase formation chaperone	SO:0001217, UniRef:UniRef50_A9MRR3
contig_4	cds	490092	490502	+	ONMMKP_00515		hypothetical protein	
contig_4	cds	490520	491581	+	ONMMKP_00516		Rubredoxin	SO:0001217, UniRef:UniRef50_A0A447R4L4
contig_4	cds	491569	492456	+	ONMMKP_00517		ATP/GTP-binding protein	SO:0001217, UniRef:UniRef50_A9MRR0
contig_4	cds	492469	492810	+	ONMMKP_00518	hypA	Hydrogenase maturation factor HypA	SO:0001217, UniRef:UniRef50_A0A761CKM5
contig_4	cds	492951	494069	-	ONMMKP_00519	phoE	Outer membrane porin PhoE	SO:0001217, UniRef:UniRef50_A0A348DJ11
contig_4	cds	494801	495328	+	ONMMKP_00520		hypothetical protein	PFAM:PF08332.16, PFAM:PF13474.12, PFAM:PF13577.12, PFAM:PF14534.12
contig_4	cds	495384	496331	-	ONMMKP_00521	yneE	Voltage-dependent anion channel-forming protein YneE	SO:0001217, UniRef:UniRef50_P76146
contig_4	cds	496554	496913	-	ONMMKP_00522		Cytoplasmic protein	SO:0001217, UniRef:UniRef50_W7E836
contig_4	cds	496913	497839	-	ONMMKP_00523		Glutaminase	SO:0001217, UniRef:UniRef50_Q9KUR1
contig_4	cds	497912	499300	-	ONMMKP_00524		Succinate semialdehyde dehydrogenase [NAD(P)+] Sad	SO:0001217, UniRef:UniRef50_P76149
contig_4	cds	499403	500275	+	ONMMKP_00525	yneJ	Uncharacterized HTH-type transcriptional regulator YneJ	SO:0001217, UniRef:UniRef50_P77309
contig_4	cds	500391	501581	+	ONMMKP_00526		Sugar efflux transporter	SO:0001217, UniRef:UniRef50_P31122
contig_4	cds	501628	502293	-	ONMMKP_00527	marC	UPF0056 inner membrane protein MarC	SO:0001217, UniRef:UniRef50_P0AEY1
contig_4	cds	502552	502986	+	ONMMKP_00528	marR	Multiple antibiotic resistance protein MarR	SO:0001217, UniRef:UniRef50_P27245
contig_4	cds	503006	503389	+	ONMMKP_00529	marA	Multiple antibiotic resistance protein MarA	SO:0001217, UniRef:UniRef50_P0A2S4
contig_4	cds	503424	503633	+	ONMMKP_00530	marB	Multiple antibiotic resistance protein MarB	SO:0001217, UniRef:UniRef50_P0A214
contig_4	cds	503752	504654	-	ONMMKP_00531	eamA	EamA domain-containing protein	SO:0001217, UniRef:UniRef50_D2BZL8
contig_4	cds	504882	506069	+	ONMMKP_00532	ydeE	Uncharacterized MFS-type transporter YdeE	SO:0001217, UniRef:UniRef50_P31126
contig_4	cds	506317	506412	+	ONMMKP_00533		hypothetical protein	
contig_4	ncRNA	506406	506625	-	ONMMKP_00534	STnc560	STnc560 Hfq binding RNA	RFAM:RF01407, SO:0000655
contig_4	cds	506760	507152	-	ONMMKP_00535		Bacterial OB-fold domain-containing protein	SO:0001217, UniRef:UniRef50_B7LRB6
contig_4	cds	507535	508062	+	ONMMKP_00536		2-oxo-tetronate isomerase	SO:0001217, UniRef:UniRef50_A0A495AE05
contig_4	cds	508182	508364	-	ONMMKP_00537		hypothetical protein	
contig_4	cds	508709	510751	-	ONMMKP_00538		Dipeptidyl carboxypeptidase Dcp	SO:0001217, UniRef:UniRef50_A0A377X8M5
contig_4	cds	510890	511636	+	ONMMKP_00539	aabA	putative NADP-dependent dehydrogenase in aabA 3'region	SO:0001217, UniRef:UniRef50_P39884
contig_4	cds	511766	512452	+	ONMMKP_00540		HTH gntR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A7MLC1
contig_4	cds	512633	512836	+	ONMMKP_00541	ydfZ	Selenium delivery protein YdfZ	SO:0001217, UniRef:UniRef50_C0Q4V9
contig_4	cds	512903	514369	-	ONMMKP_00542		D-mannonate oxidoreductase	SO:0001217, UniRef:UniRef50_P39160
contig_4	cds	514513	515892	-	ONMMKP_00543		Major facilitator superfamily (MFS) profile domain-containing protein	SO:0001217, UniRef:UniRef50_A8AGU2
contig_4	cds	515946	516965	-	ONMMKP_00544		Putative dehydrogenase, NAD(P)-binding, starvation-sensing protein	SO:0001217, UniRef:UniRef50_A0A377YXR8
contig_4	cds	516976	518190	-	ONMMKP_00545	rspA	starvation-sensing protein RspA	BlastRules:WP_001295394, SO:0001217, UniRef:UniRef50_C6D9S0
contig_4	cds	518312	518647	-	ONMMKP_00546		Small multidrug resistance family-3 protein	SO:0001217, UniRef:UniRef50_A0A3A3FKG6
contig_4	cds	518791	519132	+	ONMMKP_00547		UPF0482 protein ESA_01750	SO:0001217, UniRef:UniRef50_A7MEI2
contig_4	cds	519168	519728	+	ONMMKP_00548		Spermidine N(1)-acetyltransferase	SO:0001217, UniRef:UniRef50_P0DKR8
contig_4	cds	519769	520446	-	ONMMKP_00549		UPF0257 lipoprotein HV346_10385	SO:0001217, UniRef:UniRef50_A0A7L6CJF5
contig_4	cds	520585	520890	+	ONMMKP_00550		DUF1161 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0H2V8R2
contig_4	cds	521047	523485	+	ONMMKP_00551		Anaerobic dimethyl sulfoxide reductase subunit A	SO:0001217, UniRef:UniRef50_A0A485TDZ6
contig_4	cds	523584	526019	+	ONMMKP_00552		Anaerobic dimethyl sulfoxide reductase subunit A	SO:0001217, UniRef:UniRef50_A0A486MVR8
contig_4	cds	526030	526647	+	ONMMKP_00553		Anaerobic dimethyl sulfoxide reductase chain B	SO:0001217, UniRef:UniRef50_P45003
contig_4	cds	526649	527503	+	ONMMKP_00554	ynfH	Anaerobic dimethyl sulfoxide reductase chain YnfH	SO:0001217, UniRef:UniRef50_P76173
contig_4	cds	527546	528160	+	ONMMKP_00555	dmsD	Tat proofreading chaperone DmsD	SO:0001217, UniRef:UniRef50_A0A2P8VGQ4
contig_4	cds	528465	529175	+	ONMMKP_00556	osmY	osmoprotectant ABC transporter permease OsmY	BlastRules:WP_000557304, SO:0001217, UniRef:UniRef50_A8AGV5
contig_4	cds	529204	530106	+	ONMMKP_00557	osmX	osmoprotectant ABC transporter substrate-binding protein OsmX	BlastRules:WP_001211193, SO:0001217, UniRef:UniRef50_A0A379S770
contig_4	cds	530116	530763	+	ONMMKP_00558	osmW	osmoprotectant ABC transporter permease OsmW	BlastRules:WP_000379677, SO:0001217, UniRef:UniRef50_Q8ZPK3
contig_4	cds	530763	531911	+	ONMMKP_00559	osmV	osmoprotectant ABC transporter ATP-binding protein OsmV	BlastRules:WP_000593086, SO:0001217, UniRef:UniRef50_Q8ZPK4
contig_4	cds	532083	533336	+	ONMMKP_00560		Voltage gated chloride channel protein	SO:0001217, UniRef:UniRef50_A0A379S512
contig_4	cds	533292	533987	-	ONMMKP_00561	bioD	ATP-dependent dethiobiotin synthetase BioD	SO:0001217, UniRef:UniRef50_A0A0J1CFJ2
contig_4	cds	534113	535333	-	ONMMKP_00562		DNA-binding transcriptional repressor Mlc	SO:0001217, UniRef:UniRef50_P50456
contig_4	cds	535461	536360	-	ONMMKP_00563		HTH lysR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0P9U4N3
contig_4	cds	536480	537733	+	ONMMKP_00564		Major facilitator superfamily protein	SO:0001217, UniRef:UniRef50_A0A658YYM1
contig_4	cds	538128	538379	+	ONMMKP_00565	asr	acid resistance repetitive basic protein Asr	NCBIFam:NF033636.1
contig_4	cds	538648	539469	+	ONMMKP_00566		Serine protease	SO:0001217, UniRef:UniRef50_A0A0M2F2K9
contig_4	cds	539504	539833	-	ONMMKP_00567	mdtI	Spermidine export protein MdtI	SO:0001217, UniRef:UniRef50_Q0WF87
contig_4	cds	539820	540182	-	ONMMKP_00568	mdtJ	Spermidine export protein MdtJ	SO:0001217, UniRef:UniRef50_P69212
contig_4	cds	540600	541634	+	ONMMKP_00569		Transporter	SO:0001217, UniRef:UniRef50_B7MV77
contig_4	cds	541809	543197	-	ONMMKP_00570		NAD(P) transhydrogenase subunit beta	SO:0001217, UniRef:UniRef50_Q5DZZ1
contig_4	cds	543208	544737	-	ONMMKP_00571		NAD(P) transhydrogenase subunit alpha	SO:0001217, UniRef:UniRef50_A0A918K2X3
contig_4	cds	545264	546208	+	ONMMKP_00572		YdgH/BhsA/McbA-like domain-containing protein	SO:0001217, UniRef:UniRef50_A0A389MD34
contig_4	cds	546507	547889	+	ONMMKP_00573		Amino acid permease	SO:0001217, UniRef:UniRef50_A0A379TB46
contig_4	cds	547951	548286	-	ONMMKP_00574		Inner membrane protein	SO:0001217, UniRef:UniRef50_A0A8S0FUP3
contig_4	cds	548413	549144	+	ONMMKP_00575	rstA	Transcriptional regulatory protein RstA	SO:0001217, UniRef:UniRef50_P52108
contig_4	cds	549624	550775	+	ONMMKP_00576	phoE	Outer membrane porin PhoE	SO:0001217, UniRef:UniRef50_A7MEM9
contig_4	cds	550934	552634	+	ONMMKP_00577		Amidohydrolase 3 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0K0HAH3
contig_4	cds	552745	554046	+	ONMMKP_00578		histidine kinase	SO:0001217, UniRef:UniRef50_A0A3N0G4L4
contig_4	cds	554122	555051	+	ONMMKP_00579		DNA replication terminus site-binding protein	SO:0001217, UniRef:UniRef50_A0A2P5GTY5
contig_4	cds	555048	556451	-	ONMMKP_00580		Fumarate hydratase class II	SO:0001217, UniRef:UniRef50_Q9KCX4
contig_4	cds	556619	558265	-	ONMMKP_00581	fumB	class I fumarate hydratase	BlastRules:WP_000066639, BlastRules:WP_000066707, EC:4.2.1.2, SO:0001217, UniRef:UniRef50_A0A5C1MBS7
contig_4	cds	558465	559640	+	ONMMKP_00582		mannose-6-phosphate isomerase	SO:0001217, UniRef:UniRef50_G5LP50
contig_4	cds	559743	561251	+	ONMMKP_00583	ydgA	Protein YdgA	SO:0001217, UniRef:UniRef50_P77804
contig_4	cds	561958	562959	+	ONMMKP_00584		Adenosine deaminase	SO:0001217, UniRef:UniRef50_B7LQP7
contig_4	cds	563033	564073	-	ONMMKP_00585	ydgJ	Uncharacterized oxidoreductase YdgJ	SO:0001217, UniRef:UniRef50_P77376
contig_4	cds	564705	564920	+	ONMMKP_00586		H-NS-and StpA-binding protein	SO:0001217, UniRef:UniRef50_A0A2B7MLN2
contig_4	cds	565009	565449	+	ONMMKP_00587	ydgK	Inner membrane protein YdgK	SO:0001217, UniRef:UniRef50_A0A090V4A7
contig_4	cds	565526	566107	+	ONMMKP_00588		Ion-translocating oxidoreductase complex subunit A	SO:0001217, UniRef:UniRef50_Q482U3
contig_4	cds	566107	566685	+	ONMMKP_00589		Ion-translocating oxidoreductase complex subunit B	SO:0001217, UniRef:UniRef50_A0A3N0UX17
contig_4	cds	566678	568885	+	ONMMKP_00590		hypothetical protein	PFAM:PF00037.32, PFAM:PF01512.22, PFAM:PF10531.15, PFAM:PF12797.12, PFAM:PF12838.12, PFAM:PF13183.11, PFAM:PF13237.11, PFAM:PF13375.12, PFAM:PF13534.11
contig_4	cds	568886	569944	+	ONMMKP_00591		Ion-translocating oxidoreductase complex subunit D	SO:0001217, UniRef:UniRef50_A0A6N3QZ10
contig_4	cds	569948	570568	+	ONMMKP_00592		Ion-translocating oxidoreductase complex subunit G	SO:0001217, UniRef:UniRef50_P77285
contig_4	cds	570571	571263	+	ONMMKP_00593		Ion-translocating oxidoreductase complex subunit E	SO:0001217, UniRef:UniRef50_P77179
contig_4	cds	571263	571898	+	ONMMKP_00594		Endonuclease III	SO:0001217, UniRef:UniRef50_P44319
contig_4	cds	572500	574005	+	ONMMKP_00595		Dipeptide and tripeptide permease A	SO:0001217, UniRef:UniRef50_Q0WEG0
contig_4	cds	574110	574715	+	ONMMKP_00596	gstA	Glutathione S-transferase GstA	SO:0001217, UniRef:UniRef50_P0A9D2
contig_4	cds	574774	575634	-	ONMMKP_00597	pdxY	Pyridoxal kinase PdxY	SO:0001217, UniRef:UniRef50_A0A4T0UYJ7
contig_4	cds	575694	576968	-	ONMMKP_00598		Tyrosine--tRNA ligase	SO:0001217, UniRef:UniRef50_P0AGJ9
contig_4	cds	577095	577751	-	ONMMKP_00599		Pyridoxine/pyridoxamine 5'-phosphate oxidase	SO:0001217, UniRef:UniRef50_Q8ED71
contig_4	cds	577810	578172	-	ONMMKP_00600		Membrane-bound lysozyme inhibitor of C-type lysozyme	SO:0001217, UniRef:UniRef50_A7MMK4
contig_4	cds	578227	579348	-	ONMMKP_00601		Anhydro-N-acetylmuramic acid kinase	SO:0001217, UniRef:UniRef50_B8F4V0
contig_4	cds	579620	580087	+	ONMMKP_00602	slyB	outer membrane lipoprotein SlyB	BlastRules:WP_000597179, SO:0001217, UniRef:UniRef50_A0A1B8HQ76
contig_4	cds	580135	580569	-	ONMMKP_00603	slyA	Transcriptional regulator SlyA	SO:0001217, UniRef:UniRef50_A0A1Z1SV01
contig_4	cds	580770	581006	+	ONMMKP_00604	ydhI	Uncharacterized protein YdhI	SO:0001217, UniRef:UniRef50_P64471
contig_4	cds	581009	581869	+	ONMMKP_00605	hlyD	HlyD family secretion protein	SO:0001217, UniRef:UniRef50_A0A8E1RNN9
contig_4	cds	581869	583908	+	ONMMKP_00606	ydhK	Uncharacterized transporter YdhK	SO:0001217, UniRef:UniRef50_P76186
contig_4	cds	583884	584405	-	ONMMKP_00607		Superoxide dismutase [Cu-Zn]	SO:0001217, UniRef:UniRef50_A0A8E2QCL1
contig_4	cds	584485	585381	-	ONMMKP_00608	ydhF	Oxidoreductase YdhF	SO:0001217, UniRef:UniRef50_A0A5P9CR46
contig_4	cds	585432	585671	-	ONMMKP_00609		Fe-S oxidoreductase	SO:0001217, UniRef:UniRef50_A0A166Z1I3
contig_4	cds	585774	586373	+	ONMMKP_00610	nemR	HTH-type transcriptional repressor NemR	SO:0001217, UniRef:UniRef50_P67430
contig_4	cds	586432	587529	+	ONMMKP_00611		N-ethylmaleimide reductase	SO:0001217, UniRef:UniRef50_A0A6I6EQN1
contig_4	cds	587598	588005	+	ONMMKP_00612		Aldoketomutase	SO:0001217, UniRef:UniRef50_A0A540WGT6
contig_4	cds	588106	588753	+	ONMMKP_00613		Ribonuclease T	SO:0001217, UniRef:UniRef50_A0A316FMG5
contig_4	cds	588831	589178	-	ONMMKP_00614	grxD	monothiol glutaredoxin 4	BlastRules:WP_000108172, SO:0001217, UniRef:UniRef50_Q9CMN5
contig_4	cds	589513	590334	+	ONMMKP_00615	yafL	putative endopeptidase YafL	SO:0001217, UniRef:UniRef50_A0A240BYM5
contig_4	cds	590461	591042	+	ONMMKP_00616		Superoxide dismutase [Fe]	SO:0001217, UniRef:UniRef50_P0AGD3
contig_4	ncRNA	591122	591509	-	ONMMKP_00617	STnc550	Enterobacterial sRNA STnc550	RFAM:RF02081, SO:0000655
contig_4	cds	591125	591214	-	ONMMKP_00618	ynhF	Stress response protein YnhF	SO:0001217, UniRef:UniRef50_R8WW16
