# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	434460	436346	+	LNHIMF_00398		Propionate--CoA ligase	SO:0001217, UniRef:UniRef50_A0A922YQK8
contig_1	cds	436450	437424	-	LNHIMF_00399		Delta-aminolevulinic acid dehydratase	SO:0001217, UniRef:UniRef50_P0ACB2
contig_1	cds	437937	440948	+	LNHIMF_00400	ehaB	autotransporter adhesin EhaB	BlastRules:WP_000556401, SO:0001217, UniRef:UniRef50_A0A1B7JIK3
contig_1	cds	441034	441657	+	LNHIMF_00401		Inhibitor of hydrogen peroxide resistance	SO:0001217, UniRef:UniRef50_Q8ZRF7
contig_1	cds	441702	442859	-	LNHIMF_00402	ampH	D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH	SO:0001217, UniRef:UniRef50_A0A485AFX9
contig_1	cds	443206	444426	+	LNHIMF_00403	bacA	Bacteroid development protein BacA	SO:0001217, UniRef:UniRef50_Q08120
contig_1	cds	444441	445535	+	LNHIMF_00404	yaiW	surface-exposed outer membrane lipoprotein YaiW	BlastRules:WP_000092067, BlastRules:WP_001271421, SO:0001217, UniRef:UniRef50_A0A2H9U6B9
contig_1	cds	445573	445881	-	LNHIMF_00405		DUF2755 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2S4MUA2
contig_1	cds	446149	446364	+	LNHIMF_00406		DUF2754 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A8T6QDE3
contig_1	cds	446390	447502	-	LNHIMF_00407		D-alanine--D-alanine ligase A	SO:0001217, UniRef:UniRef50_P0A1F0
contig_1	cds	447592	448275	+	LNHIMF_00408		Extensin-like C-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_Q8Z8Z5
contig_1	cds	448444	449655	+	LNHIMF_00409		Major facilitator superfamily (MFS) profile domain-containing protein	SO:0001217, UniRef:UniRef50_A8AK88
contig_1	cds	449952	450212	+	LNHIMF_00410	iraP	Anti-adapter protein IraP	SO:0001217, UniRef:UniRef50_P0AAN9
contig_1	cds	450565	450885	+	LNHIMF_00411		hypothetical protein	PFAM:PF07769.19
contig_1	cds	450977	452089	+	LNHIMF_00412	dgcC	putative diguanylate cyclase DgcC	SO:0001217, UniRef:UniRef50_P0AAP1
contig_1	cds	452104	452913	-	LNHIMF_00413		Pyrroline-5-carboxylate reductase	SO:0001217, UniRef:UniRef50_P0A9L8
contig_1	cds	453053	453508	+	LNHIMF_00414		UPF0178 protein CJA_1978	SO:0001217, UniRef:UniRef50_B3PHH8
contig_1	cds	453693	454238	+	LNHIMF_00415		Shikimate kinase 1	SO:0001217, UniRef:UniRef50_K8W3A3
contig_1	cds	454265	454456	+	LNHIMF_00416	yaiA	Uncharacterized protein YaiA	SO:0001217, UniRef:UniRef50_P0AAN5
contig_1	cds	454707	455384	+	LNHIMF_00417	aroM	Protein AroM	SO:0001217, UniRef:UniRef50_P0AE28
contig_1	cds	455455	455739	+	LNHIMF_00418		Pyrimidine/purine nucleoside phosphorylase	SO:0001217, UniRef:UniRef50_P0C037
contig_1	cds	455777	456688	-	LNHIMF_00419	rdgC	Recombination-associated protein RdgC	SO:0001217, UniRef:UniRef50_Q9KU12
contig_1	cds	456814	457722	+	LNHIMF_00420		Fructokinase	SO:0001217, UniRef:UniRef50_P23917
contig_1	cds	457742	458914	-	LNHIMF_00421	araJ	Putative transporter AraJ	SO:0001217, UniRef:UniRef50_P23910
contig_1	cds	459087	462227	-	LNHIMF_00422		Nuclease SbcCD subunit C	SO:0001217, UniRef:UniRef50_A0A2X4WJ63
contig_1	cds	462224	463426	-	LNHIMF_00423		Nuclease SbcCD subunit D	SO:0001217, UniRef:UniRef50_Q080L8
contig_1	cds	463641	464330	+	LNHIMF_00424	phoB	Phosphate regulon transcriptional regulatory protein PhoB	SO:0001217, UniRef:UniRef50_A0A1G5SHH9
contig_1	cds	464400	465695	+	LNHIMF_00425	phoR	Phosphate regulon sensor protein PhoR	SO:0001217, UniRef:UniRef50_A0A2A2MAD3
contig_1	cds	466104	467423	+	LNHIMF_00426	brnQ	Branched-chain amino acid permease BrnQ	SO:0001217, UniRef:UniRef50_P0AD99
contig_1	cds	467498	468868	+	LNHIMF_00427	ytnA	Uncharacterized amino acid permease YtnA	SO:0001217, UniRef:UniRef50_O34618
contig_1	cds	469030	470847	+	LNHIMF_00428		Maltodextrin glucosidase	SO:0001217, UniRef:UniRef50_A0A6C8GS39
contig_1	cds	470919	471521	-	LNHIMF_00429		Alkyl hydroperoxide reductase C	SO:0001217, UniRef:UniRef50_P57279
contig_1	cds	471731	472312	-	LNHIMF_00430		Acyl carrier protein phosphodiesterase	SO:0001217, UniRef:UniRef50_A0A068QZ51
contig_1	cds	472406	473470	+	LNHIMF_00431		S-adenosylmethionine:tRNA ribosyltransferase-isomerase	SO:0001217, UniRef:UniRef50_P0A7F9
contig_1	cds	473667	474794	+	LNHIMF_00432		Queuine tRNA-ribosyltransferase	SO:0001217, UniRef:UniRef50_Q9HXH9
contig_1	cds	474817	475149	+	LNHIMF_00433	yajC	Sec translocon accessory complex subunit YajC	SO:0001217, UniRef:UniRef50_P57234
contig_1	cds	475210	477024	+	LNHIMF_00434	secD	Protein translocase subunit SecD	SO:0001217, UniRef:UniRef50_P0AG90
contig_1	cds	477035	478006	+	LNHIMF_00435	secF	Protein-export membrane protein SecF	SO:0001217, UniRef:UniRef50_A0A0J1H7N9
contig_1	cds	478100	478447	+	LNHIMF_00436	yajD	HNH nuclease YajD	BlastRules:WP_000974813, SO:0001217, UniRef:UniRef50_P0AAQ2
contig_1	cds	478729	478992	+	LNHIMF_00437		Small toxic polypeptide LdrA/LdrC	SO:0001217, UniRef:UniRef50_A0A5V8FPP4
contig_1	ncRNA	478772	478836	-	LNHIMF_00438	rdlD	rdlD antitoxin	RFAM:RF01813, SO:0000655
contig_1	cds	479076	479939	-	LNHIMF_00439		Nucleoside-specific channel-forming protein Tsx	SO:0001217, UniRef:UniRef50_P0A927
contig_1	cds	480239	480778	-	LNHIMF_00440		DUF3251 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A090VTP6
contig_1	cds	480930	481379	+	LNHIMF_00441	nrdR	Transcriptional repressor NrdR	SO:0001217, UniRef:UniRef50_A0A520MCV7
contig_1	cds	481383	482486	+	LNHIMF_00442	ribD	Riboflavin biosynthesis protein RibD	SO:0001217, UniRef:UniRef50_P25539
contig_1	cds	482575	483045	+	LNHIMF_00443		6,7-dimethyl-8-ribityllumazine synthase	SO:0001217, UniRef:UniRef50_P66038
contig_1	cds	483066	483485	+	LNHIMF_00444	nusB	Transcription antitermination protein NusB	SO:0001217, UniRef:UniRef50_Q0VMI0
contig_1	cds	483564	484541	+	LNHIMF_00445		Thiamine-monophosphate kinase	SO:0001217, UniRef:UniRef50_P0AGG0
contig_1	cds	484519	485034	+	LNHIMF_00446		Phosphatidylglycerophosphatase A	SO:0001217, UniRef:UniRef50_P18200
contig_1	cds	485138	486112	-	LNHIMF_00447	yajO	1-deoxyxylulose-5-phosphate synthase YajO	SO:0001217, UniRef:UniRef50_P77735
contig_1	cds	486169	488031	-	LNHIMF_00448		1-deoxy-D-xylulose-5-phosphate synthase	SO:0001217, UniRef:UniRef50_P77488
contig_1	cds	488055	488954	-	LNHIMF_00449		Geranyltranstransferase	SO:0001217, UniRef:UniRef50_A0A447U8U7
contig_1	cds	488955	489197	-	LNHIMF_00450		Exodeoxyribonuclease 7 small subunit	SO:0001217, UniRef:UniRef50_Q7VLU0
contig_1	cds	489407	490855	+	LNHIMF_00451		tRNA sulfurtransferase	SO:0001217, UniRef:UniRef50_P77718
contig_1	cds	490899	491696	-	LNHIMF_00452	phnV	Putative 2-aminoethylphosphonate transport system permease protein PhnV	SO:0001217, UniRef:UniRef50_P96065
contig_1	cds	491699	492559	-	LNHIMF_00453	phnU	Putative 2-aminoethylphosphonate transport system permease protein PhnU	SO:0001217, UniRef:UniRef50_P96064
contig_1	cds	492562	493671	-	LNHIMF_00454	phnT	Putative 2-aminoethylphosphonate import ATP-binding protein PhnT	SO:0001217, UniRef:UniRef50_P96063
contig_1	cds	493677	494690	-	LNHIMF_00455		Putative 2-aminoethylphosphonate-binding periplasmic protein	SO:0001217, UniRef:UniRef50_P96062
contig_1	cds	494888	495607	-	LNHIMF_00456		Putative transcriptional regulator of 2-aminoethylphosphonate degradation operon	SO:0001217, UniRef:UniRef50_A0A083ZTV9
contig_1	cds	495747	496850	+	LNHIMF_00457		2-aminoethylphosphonate--pyruvate transaminase	SO:0001217, UniRef:UniRef50_A0A377YTX0
contig_1	cds	496860	497669	+	LNHIMF_00458		Phosphonoacetaldehyde hydrolase	SO:0001217, UniRef:UniRef50_Q9KLY5
contig_1	cds	497766	498356	-	LNHIMF_00459		Protein/nucleic acid deglycase 3	SO:0001217, UniRef:UniRef50_A0A7S4LVP5
contig_1	cds	498319	499230	-	LNHIMF_00460		2-dehydropantoate 2-reductase	SO:0001217, UniRef:UniRef50_P0A9J4
contig_1	cds	499356	499847	+	LNHIMF_00461		UPF0234 protein YPO3170/y1016/YP_0761	SO:0001217, UniRef:UniRef50_Q8ZC52
contig_1	cds	499894	501258	-	LNHIMF_00462	yajR	Inner membrane transport protein YajR	SO:0001217, UniRef:UniRef50_P77726
contig_1	cds	501479	502369	-	LNHIMF_00463		Protoheme IX farnesyltransferase	SO:0001217, UniRef:UniRef50_A0A3S4HY77
contig_1	cds	502381	502710	-	LNHIMF_00464		Cytochrome bo(3) ubiquinol oxidase subunit 4	SO:0001217, UniRef:UniRef50_F0KHU8
contig_1	cds	502710	503324	-	LNHIMF_00465		Cytochrome bo(3) ubiquinol oxidase subunit 3	SO:0001217, UniRef:UniRef50_H6Q5G4
contig_1	cds	503314	505305	-	LNHIMF_00466		Cytochrome o ubiquinol oxidase subunit I	SO:0001217, UniRef:UniRef50_A0A363RR81
contig_1	cds	505316	506272	-	LNHIMF_00467		Ubiquinol oxidase subunit 2	SO:0001217, UniRef:UniRef50_A0A345P4Z2
contig_1	cds	506725	508206	-	LNHIMF_00468		Anhydromuropeptide permease	SO:0001217, UniRef:UniRef50_P0AE16
contig_1	cds	508244	508876	-	LNHIMF_00469	yajG	Lipoprotein YajG	SO:0001217, UniRef:UniRef50_A0A090V5P2
contig_1	cds	509129	509443	+	LNHIMF_00470	bolA	DNA-binding transcriptional regulator BolA	SO:0001217, UniRef:UniRef50_Q56585
contig_1	cds	509790	511088	+	LNHIMF_00471		Trigger factor	SO:0001217, UniRef:UniRef50_Q2SK37
contig_1	cds	511335	511958	+	LNHIMF_00472		ATP-dependent Clp protease proteolytic subunit	SO:0001217, UniRef:UniRef50_A0A377AYX4
contig_1	cds	512209	513480	+	LNHIMF_00473	clpX	ATP-dependent Clp protease ATP-binding subunit ClpX	SO:0001217, UniRef:UniRef50_Q1QVW2
contig_1	ncRNA	513499	513595	-	LNHIMF_00474	sraA	sraA	RFAM:RF02029, SO:0000655
contig_1	cds	513666	516020	+	LNHIMF_00475		Lon protease	SO:0001217, UniRef:UniRef50_B0TZA7
contig_1	cds	516229	516501	+	LNHIMF_00476	hupB	Histone-like bacterial DNA-binding protein, hupB family	SO:0001217, UniRef:UniRef50_C1DGL7
contig_1	cds	516792	518663	+	LNHIMF_00477	ppiD	Periplasmic chaperone PpiD	SO:0001217, UniRef:UniRef50_P0ADY1
contig_1	cds	518813	519187	+	LNHIMF_00478	ybaV	Uncharacterized protein YbaV	SO:0001217, UniRef:UniRef50_P0AAR8
contig_1	cds	519291	519689	+	LNHIMF_00479	fadM	long-chain acyl-CoA thioesterase FadM	BlastRules:WP_001194534, EC:3.1.2.-, SO:0001217, UniRef:UniRef50_A0A085GI41
contig_1	cds	519797	520492	-	LNHIMF_00480		7-cyano-7-deazaguanine synthase	SO:0001217, UniRef:UniRef50_W0P0R1
contig_1	cds	520557	522257	-	LNHIMF_00481	ybaE	Uncharacterized protein YbaE	SO:0001217, UniRef:UniRef50_P46890
contig_1	cds	522357	523175	+	LNHIMF_00482		HMP-PP phosphatase	SO:0001217, UniRef:UniRef50_A0A485B2X5
contig_1	cds	523224	524279	-	LNHIMF_00483		L-cysteine desulfhydrase Cds1	SO:0001217, UniRef:UniRef50_A0A2X3GK72
contig_1	cds	524392	524850	+	LNHIMF_00484	decR	DNA-binding transcriptional regulator DecR	BlastRules:WP_000884589, SO:0001217, UniRef:UniRef50_A0A3E1ZZB2
contig_1	cds	524891	526663	+	LNHIMF_00485		ABC transporter ATP-binding protein/permease	SO:0001217, UniRef:UniRef50_A0A376VLX3
contig_1	cds	526656	528437	+	LNHIMF_00486	mdlB	Multidrug resistance-like ATP-binding protein MdlB	SO:0001217, UniRef:UniRef50_P0AAG5
contig_1	cds	528650	528988	+	LNHIMF_00487		Nitrogen regulatory protein P-II	SO:0001217, UniRef:UniRef50_A0A2D4VJR3
contig_1	cds	529020	530306	+	LNHIMF_00488		Ammonium transporter	SO:0001217, UniRef:UniRef50_A0A380APN2
contig_1	cds	530408	531268	-	LNHIMF_00489		Acyl-CoA thioesterase 2	SO:0001217, UniRef:UniRef50_A0A2C6DMS5
contig_1	cds	531483	532052	+	LNHIMF_00490	ybaY	Uncharacterized lipoprotein YbaY	SO:0001217, UniRef:UniRef50_P77717
contig_1	cds	532085	532396	-	LNHIMF_00491		hypothetical protein	PFAM:PF01035.26
contig_1	ncRNA	532559	532655	+	LNHIMF_00492	Bacteria_small_SRP	Bacterial small signal recognition particle RNA	RFAM:RF00169, SO:0000655
contig_1	cds	532705	534255	-	LNHIMF_00493		cyclic-guanylate-specific phosphodiesterase	SO:0001217, UniRef:UniRef50_A0A0I1DPN3
contig_1	cds	534480	534740	+	LNHIMF_00494		50S ribosomal protein L31	SO:0001217, UniRef:UniRef50_A0A2X3CZZ2
contig_1	cds	534746	534886	+	LNHIMF_00495		Large ribosomal subunit protein bL36	SO:0001217, UniRef:UniRef50_Q2RRH8
contig_1	cds	534942	535412	-	LNHIMF_00496	ylaC	Inner membrane protein YlaC	SO:0001217, UniRef:UniRef50_P0AAS0
contig_1	cds	535530	536081	-	LNHIMF_00497		Maltose O-acetyltransferase	SO:0001217, UniRef:UniRef50_P77791
contig_1	cds	536260	536478	-	LNHIMF_00498		Hemolysin expression-modulating protein Hha	SO:0001217, UniRef:UniRef50_Q7CR17
contig_1	cds	536506	536880	-	LNHIMF_00499	tomB	Hha toxicity modulator TomB	SO:0001217, UniRef:UniRef50_A0A7G2IKV2
contig_1	cds	537376	540525	-	LNHIMF_00500	acrB	efflux RND transporter permease AcrB	BlastRules:WP_001132469, SO:0001217, UniRef:UniRef50_A0A346ACE5
contig_1	cds	540548	541741	-	LNHIMF_00501	acrA	multidrug efflux RND transporter periplasmic adaptor subunit AcrA	BlastRules:WP_001039202, BlastRules:WP_001295324, BlastRules:WP_002892072, BlastRules:WP_021241633, SO:0001217, UniRef:UniRef50_A0A1C0U3R9
contig_1	cds	541883	542536	+	LNHIMF_00502	acrR	multidrug efflux transporter transcriptional repressor AcrR	BlastRules:WP_000101745, BlastRules:WP_000101755, BlastRules:WP_002892080, SO:0001217, UniRef:UniRef50_A0A3P5DM12
contig_1	cds	542655	546017	+	LNHIMF_00503	mscK	Mechanosensitive channel MscK	SO:0001217, UniRef:UniRef50_P77338
contig_1	cds	546059	546994	-	LNHIMF_00504		Transposase (putative) YhgA-like domain-containing protein	SO:0001217, UniRef:UniRef50_L0M399
contig_1	cds	547064	547231	-	LNHIMF_00505		DUF2496 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A090V5S3
contig_1	cds	547245	547760	-	LNHIMF_00506		Primosomal replication protein N	SO:0001217, UniRef:UniRef50_A9MLZ1
contig_1	cds	547841	548218	+	LNHIMF_00507	ybaN	Inner membrane protein YbaN	SO:0001217, UniRef:UniRef50_P0AAR5
contig_1	cds	548371	548922	+	LNHIMF_00508		Adenine phosphoribosyltransferase	SO:0001217, UniRef:UniRef50_Q8ZC94
contig_1	cds	549036	550964	+	LNHIMF_00509		DNA polymerase III subunit gamma/tau	SO:0001217, UniRef:UniRef50_A0A089RJ49
contig_1	ncRNA-region	550297	550361	+			DnaX ribosomal frameshifting element	RFAM:RF00382, SO:0001427
contig_1	cds	551010	551339	+	LNHIMF_00510		Nucleoid-associated protein Sden_2380	SO:0001217, UniRef:UniRef50_Q12LL6
contig_1	cds	551339	551944	+	LNHIMF_00511	recR	Recombination protein RecR	SO:0001217, UniRef:UniRef50_P0A7H6
contig_1	cds	552055	553929	+	LNHIMF_00512	htpG	Chaperone protein HtpG	SO:0001217, UniRef:UniRef50_P44516
contig_1	cds	554281	554925	+	LNHIMF_00513		Adenylate kinase	SO:0001217, UniRef:UniRef50_Q9HXV4
contig_1	cds	555153	556115	+	LNHIMF_00514		Ferrochelatase	SO:0001217, UniRef:UniRef50_P23871
contig_1	cds	556112	557083	-	LNHIMF_00515		Acetyl esterase	SO:0001217, UniRef:UniRef50_P23872
contig_1	cds	557236	558540	+	LNHIMF_00516	gsk	inosine/guanosine kinase	BlastRules:WP_000671574, EC:2.7.1.73, SO:0001217, UniRef:UniRef50_A0A1H3XAI3
contig_1	cds	558589	560265	-	LNHIMF_00517	ybaL	Putative cation/proton antiporter YbaL	SO:0001217, UniRef:UniRef50_P39830
contig_1	cds	560343	560468	+	LNHIMF_00518		Integrase	SO:0001217, UniRef:UniRef50_A0A447MWU2
contig_1	cds	560480	561700	-	LNHIMF_00519		MFS transporter	SO:0001217, UniRef:UniRef50_A0A6L3Y2I4
contig_1	cds	561873	563525	+	LNHIMF_00520	ushA	Protein UshA	SO:0001217, UniRef:UniRef50_P07024
contig_1	cds	563642	564121	-	LNHIMF_00521	ybaK	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK	SO:0001217, UniRef:UniRef50_P45202
contig_1	ncRNA	564243	564324	+	LNHIMF_00522	sroB	sroB RNA	RFAM:RF00368, SO:0000655
contig_1	cds	564323	565117	-	LNHIMF_00523	ybaP	Uncharacterized protein YbaP	SO:0001217, UniRef:UniRef50_P77301
contig_1	cds	565194	566030	-	LNHIMF_00524		Lysozyme inhibitor LprI-like N-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2C9P337
contig_1	cds	566183	568684	-	LNHIMF_00525		Copper-exporting P-type ATPase	SO:0001217, UniRef:UniRef50_Q59385
contig_1	cds	568794	569210	+	LNHIMF_00526	cueR	HTH-type transcriptional regulator CueR	SO:0001217, UniRef:UniRef50_P0A9G4
contig_1	cds	569211	569663	-	LNHIMF_00527	ybbJ	Inner membrane protein YbbJ	SO:0001217, UniRef:UniRef50_P0AAS3
contig_1	cds	569660	570577	-	LNHIMF_00528	qmcA	Protein QmcA	SO:0001217, UniRef:UniRef50_P0DKS0
contig_1	cds	570724	571401	+	LNHIMF_00529	fetA	putative iron export ATP-binding protein FetA	SO:0001217, UniRef:UniRef50_P77279
contig_1	cds	571388	572167	+	LNHIMF_00530	fetB	Iron export ABC transporter permease subunit FetB	SO:0001217, UniRef:UniRef50_A0A0A7FTF0
contig_1	cds	572253	573107	-	LNHIMF_00531	cnoX	chaperedoxin	BlastRules:WP_001300573, SO:0001217, UniRef:UniRef50_P77395
contig_1	cds	573167	573937	-	LNHIMF_00532	ybbO	Uncharacterized oxidoreductase YbbO	SO:0001217, UniRef:UniRef50_P0AFP4
contig_1	cds	574092	574676	-	LNHIMF_00533		Multifunctional acyl-CoA thioesterase I/protease I/lysophospholipase L1	SO:0001217, UniRef:UniRef50_A0A4P8YI04
contig_1	cds	574677	575363	+	LNHIMF_00534		ABC transporter ATP-binding protein	SO:0001217, UniRef:UniRef50_A0A484ZC43
contig_1	cds	575360	577774	+	LNHIMF_00535		ABC3 transporter permease C-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A076LKE1
contig_1	cds	577771	577875	+	LNHIMF_00536		hypothetical protein	SO:0001217, UniRef:UniRef50_V1H4Y4
contig_1	cds	577960	579093	+	LNHIMF_00537		Autotransporter domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1X1D1Y9
contig_1	cds	579350	580180	+	LNHIMF_00538		Lipoprotein	SO:0001217, UniRef:UniRef50_A0A919S2P1
contig_1	cds	580217	581233	+	LNHIMF_00539	sfbB	virulence-associated ABC transporter ATP-binding protein SfbB	BlastRules:WP_000569655, SO:0001217, UniRef:UniRef50_Q9S4Z0
contig_1	cds	581226	581885	+	LNHIMF_00540		ABC transporter permease	SO:0001217, UniRef:UniRef50_A0A917LJM3
contig_1	cds	581924	583009	-	LNHIMF_00541		tRNA 2-selenouridine synthase	SO:0001217, UniRef:UniRef50_P33667
contig_1	cds	583105	584172	-	LNHIMF_00542		N5-carboxyaminoimidazole ribonucleotide synthase	SO:0001217, UniRef:UniRef50_P09029
contig_1	cds	584169	584678	-	LNHIMF_00543		N5-carboxyaminoimidazole ribonucleotide mutase	SO:0001217, UniRef:UniRef50_Q87KE1
contig_1	cds	584796	585518	-	LNHIMF_00544		UDP-2,3-diacylglucosamine hydrolase	SO:0001217, UniRef:UniRef50_A0A376KYX1
contig_1	cds	585521	586015	-	LNHIMF_00545		Peptidyl-prolyl cis-trans isomerase	SO:0001217, UniRef:UniRef50_I2BBH8
contig_1	cds	586188	587573	+	LNHIMF_00546		Cysteine--tRNA ligase	SO:0001217, UniRef:UniRef50_P59421
contig_1	cds	587617	588441	-	LNHIMF_00547		DUF2145 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A6B8ML34
contig_1	cds	588438	588875	-	LNHIMF_00548		STM0539 family protein	SO:0001217, UniRef:UniRef50_A0A564NIC5
contig_1	cds	588868	589413	-	LNHIMF_00549		Membrane-bound metal-dependent hydrolase	SO:0001217, UniRef:UniRef50_A0A0H2V5N8
contig_1	cds	589541	589753	-	LNHIMF_00550		Ribosome-associated protein	SO:0001217, UniRef:UniRef50_A0A378F8Y5
contig_1	cds	589755	590621	-	LNHIMF_00551		Bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase	SO:0001217, UniRef:UniRef50_A0A484Z9D6
contig_1	cds	591168	591725	+	LNHIMF_00552	fimA	type 1 fimbrial protein subunit FimA	BlastRules:WP_000681030, BlastRules:WP_000681037, SO:0001217, UniRef:UniRef50_P0ABW5
contig_1	cds	591800	592333	+	LNHIMF_00553	fimI	type 1 fimbrial protein subunit FimI	BlastRules:WP_000619606, SO:0001217, UniRef:UniRef50_Q08456
contig_1	cds	592377	593069	+	LNHIMF_00554	fimC	chaperone protein FimC	SO:0001217, UniRef:UniRef50_A0A9X2W6X0, VFDB:VFC0001, VFDB:VFG000445
contig_1	cds	593100	595712	+	LNHIMF_00555	fimD	usher protein FimD	SO:0001217, UniRef:UniRef50_A0A750VLE3, VFDB:VFC0001, VFDB:VFG000446
contig_1	cds	595727	596734	+	LNHIMF_00556	fimH	type I fimbriae minor fimbrial subunit FimH, adhesin	SO:0001217, UniRef:UniRef50_A8AJR9, VFDB:VFC0001, VFDB:VFG000447
contig_1	cds	596744	597262	+	LNHIMF_00557	fimF	type I fimbriae adaptor protein FimF	SO:0001217, UniRef:UniRef50_P38052, VFDB:VFC0001, VFDB:VFG000448
contig_1	cds	597308	597940	-	LNHIMF_00558	fimZ	DNA-binding response regulator	SO:0001217, UniRef:UniRef50_A0AA86M9D8, VFDB:VFC0001, VFDB:VFG000449
contig_1	cds	598544	599266	-	LNHIMF_00559	fimY	fimbria biosynthesis regulator FimY	BlastRules:WP_001258122, SO:0001217, UniRef:UniRef50_G5PZI2
contig_1	cds	599758	600354	-	LNHIMF_00560	fimW	helix-turn-helix transcriptional regulator	SO:0001217, UniRef:UniRef50_P37928, VFDB:VFC0001, VFDB:VFG000451
contig_1	tRNA	600609	600685	+	LNHIMF_00561	trnR	tRNA-Arg(tct)	SO:0001036
contig_1	cds	600701	601864	-	LNHIMF_00562	intD	Prophage integrase IntD	SO:0001217, UniRef:UniRef50_P24218
contig_1	cds	602094	602231	-	LNHIMF_00563		Dehydrogenase	SO:0001217, UniRef:UniRef50_A0AAE9ZI83
contig_1	cds	602303	602980	-	LNHIMF_00564		DUF551 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3V9PTP8
contig_1	cds	602977	603327	-	LNHIMF_00565		hypothetical protein	
contig_1	cds	603328	603600	-	LNHIMF_00566		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2J4R7X9
contig_1	cds	603638	603937	-	LNHIMF_00567		Phage protein	SO:0001217, UniRef:UniRef50_A0A093RWM3
contig_1	cds	603941	604441	-	LNHIMF_00568		hypothetical protein	
contig_1	cds	604550	605047	-	LNHIMF_00569		Eae protein	SO:0001217, UniRef:UniRef50_Q03547
contig_1	cds	605219	605512	-	LNHIMF_00570		Anti-RecBCD protein 2	SO:0001217, UniRef:UniRef50_P11191
contig_1	cds	605536	605919	-	LNHIMF_00571		Single-stranded DNA-binding protein	SO:0001217, UniRef:UniRef50_A0A077KAZ8
contig_1	cds	605919	606524	-	LNHIMF_00572		Recombinase	SO:0001217, UniRef:UniRef50_V5U499
contig_1	cds	606535	606705	-	LNHIMF_00573		Gp42-1	SO:0001217, UniRef:UniRef50_A0A7L7E503
contig_1	cds	606781	606933	-	LNHIMF_00574		hypothetical protein	
contig_1	cds	606918	607049	-	LNHIMF_00575		hypothetical protein	
contig_1	cds	607074	608042	-	LNHIMF_00576		hypothetical protein	
contig_1	cds	608225	608695	-	LNHIMF_00577		Prophage protein	SO:0001217, UniRef:UniRef50_B7MH11
contig_1	cds	608758	608982	-	LNHIMF_00578		Transposase	SO:0001217, UniRef:UniRef50_A0A0C2AZN8
contig_1	cds	608986	609288	-	LNHIMF_00579		putative regulatory protein N	SO:0001217, UniRef:UniRef50_P04891
contig_1	cds	609673	610305	-	LNHIMF_00580		HTH cro/C1-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A077NAT6
contig_1	cds	610406	610621	+	LNHIMF_00581		HTH cro/C1-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0Q4MT05
contig_1	cds	610732	611013	+	LNHIMF_00582		Transcriptional activator protein C1	SO:0001217, UniRef:UniRef50_P03041
contig_1	cds	611048	611194	+	LNHIMF_00583		Uncharacterized protein	SO:0001217, UniRef:UniRef50_Q38661
contig_1	cds	611187	612047	+	LNHIMF_00584		Replication protein	SO:0001217, UniRef:UniRef50_A0A1Y2XSJ4
contig_1	cds	612051	612158	+	LNHIMF_00585		Gp60	SO:0001217, UniRef:UniRef50_Q5G8S9
contig_1	cds	612155	614035	+	LNHIMF_00586		DNA primase	SO:0001217, UniRef:UniRef50_A0A4P7KTA9
contig_1	cds	614036	614314	+	LNHIMF_00587		Gp62	SO:0001217, UniRef:UniRef50_A0A2T8SVR1
contig_1	cds	614388	614825	+	LNHIMF_00588	ninB	Protein ninB	SO:0001217, UniRef:UniRef50_P03765
contig_1	cds	615135	615311	+	LNHIMF_00589	ninF	NinF family protein	SO:0001217, UniRef:UniRef50_A0A6G5XYG3
contig_1	cds	615567	615962	+	LNHIMF_00590	rusA	Crossover junction endodeoxyribonuclease rusA	SO:0001217, UniRef:UniRef50_A0A7T8KVH0
contig_1	cds	615959	616162	+	LNHIMF_00591		hypothetical protein	
contig_1	cds	616143	616322	+	LNHIMF_00592		hypothetical protein	
contig_1	cds	616319	616942	+	LNHIMF_00593		Antitermination protein Q	SO:0001217, UniRef:UniRef50_Q02582
contig_1	cds	617229	617747	+	LNHIMF_00594		Endodeoxyribonuclease	SO:0001217, UniRef:UniRef50_A0A602E6M4
